,corrente_anodica,corrente_catodica,carga,diff_corrente_anodica_catodica,diff_pot_anodico_catodico,pico_derivada_anodica,pico_derivada_catodica,target
0,151.316,-153.285,-39.32551450303737,304.601,0.23158800000000002,85.9436234141338,-87.78675441573198,
1,144.157,-146.098,-40.55824313963467,290.255,0.23358430000000002,82.29089715840293,-83.26213882571628,
2,145.832,-148.24,-42.82256571770387,294.072,0.2295918,84.17799467619989,-85.37416972432025,
