Potencial (V),Paciente J (1),Paciente J (2),Paciente J (3),Paciente K (1),Paciente K (2),Paciente K (3),Paciente L (1),Paciente L (2),Paciente L (3),Paciente M (1),Paciente M (2),Paciente M (3),Paciente N (1),Paciente N (2),Paciente N (3),Paciente O (1),Paciente O (2),Paciente O (3),Paciente P (1),Paciente P (2),Paciente P (3),Paciente Q (1),Paciente Q (2),Paciente Q (3),Paciente R (1),Paciente R (2),Paciente S (1),Paciente S (2),Paciente S (3)
"0,0900640487670898","18,7596559524536","16,779317855835","15,5405497550964","13,6880207061768","14,682412147522","14,3849062919617","16,4736890792847","14,479284286499","14,1355276107788","18,6096668243408","17,5596475601196","20,3096866607666","23,3659744262695","19,5534229278564","15,9536814689636","17,0096397399902","16,6568160057068","18,2533979415894","16,6205668449402","17,5158977508545","15,5136752128601","16,4886903762817","14,6936631202698","13,5823941230774","20,6846952438354","14,920539855957","21,0721969604492","21,2596893310547","21,7097043991089"
"0,0920639038085938","19,8659181594849","17,7408933639526","16,5499401092529","14,5699095726013","15,5674242973328","15,2524209022522","17,3658847808838","15,2736711502075","14,9967908859253","19,5409297943115","18,3971643447876","21,2409496307373","24,5847463607788","20,6846952438354","16,855571269989","17,9596424102783","17,5909042358398","19,2221641540527","17,5596475601196","18,3471441268921","16,288685798645","17,4659013748169","15,5017995834351","14,3099069595337","21,6909646987915","15,7586789131165","22,1472024917603","22,1222162246704","22,6097106933594"
"0,0940637588500977","21,0284471511841","18,653416633606","17,6221370697021","15,5061745643616","16,5336894989014","16,1843109130859","18,3721542358398","16,1299347877502","15,9249305725098","20,4971790313721","19,309663772583","22,284722328186","25,8785247802734","21,865963935852","17,9409027099609","18,9596652984619","18,597149848938","20,2659368515015","18,5784101486206","19,309663772583","17,2033786773682","18,4471607208252","16,3349366188049","15,1117944717407","22,7659702301025","16,6818165779114","23,303484916687","23,0472326278687","23,5597372055054"
"0,0960640907287598","22,2659587860107","19,5971727371216","18,709659576416","16,4355635643005","17,5033807754517","17,1533823013306","19,2596673965454","17,0158863067627","16,8346405029297","21,459698677063","20,2346801757812","23,2722282409668","27,1910429000854","23,0722188949585","18,8659191131592","19,9471712112427","19,547176361084","21,2846994400024","19,5409297943115","20,1346874237061","18,0221557617188","19,4284200668335","17,1908855438232","15,8874297142029","23,7972259521484","17,6033973693848","24,4722366333008","23,9909887313843","24,4785070419312"
"0,0980639457702637","23,4722375869751","20,6721782684326","19,8034286499023","17,4408912658691","18,4471607208252","18,0659055709839","20,259690284729","17,872142791748","17,7783966064453","22,478461265564","21,153450012207","24,3160009384155","28,5285711288452","24,3097543716431","19,90966796875","21,0659503936768","20,6034421920776","22,3597049713135","20,6284284591675","21,0846900939941","18,9159154891968","20,4846858978271","18,0783987045288","16,7846202850342","24,9347448348999","18,4971570968628","25,6722688674927","24,9347448348999","25,5347728729248"
"0,100063800811768","24,7347593307495","21,6722011566162","20,9347009658813","18,4471607208252","19,4471597671509","19,0846681594849","21,27845287323","18,8159227371216","18,7596559524536","23,5597372055054","22,1034526824951","25,3535032272339","29,8535823822021","25,5285024642944","20,972204208374","22,1784591674805","21,6846942901611","23,4659910202026","21,7597007751465","22,1034526824951","19,8284149169922","21,515941619873","18,9096689224243","17,5721406936646","26,0597705841064","19,4659233093262","26,8660306930542","25,9347677230835","26,5535354614258"
"0,10206413269043","26,0347604751587","22,7597236633301","22,1222162246704","19,4721698760986","20,5159425735474","20,1409339904785","22,3472118377686","19,7784185409546","19,7909355163574","24,6659994125366","23,1659889221191","26,472282409668","31,2660932540894","26,8597841262817","22,1097230911255","23,3472347259521","22,7909803390503","24,5909929275513","22,8972196578979","23,1284856796265","20,8034515380859","22,6347208023071","19,9034214019775","18,4596538543701","27,3410320281982","20,5034255981445","28,1598091125488","26,9722938537598","27,5722980499268"
"0,104063987731934","27,366042137146","23,8409996032715","23,372220993042","20,5596923828125","21,6034650802612","21,1472034454346","23,42848777771","20,7409381866455","20,8284378051758","25,7535219192505","24,1534948348999","27,547287940979","32,6411247253418","28,1285524368286","23,2534885406494","24,4847536087036","23,9097356796265","25,747275352478","24,015998840332","24,141001701355","21,7409610748291","23,7472295761108","20,8472013473511","19,3284273147583","28,5098075866699","21,4409589767456","29,3973207473755","27,9910564422607","28,6348104476929"
"0,106064319610596","28,7098169326782","24,9660015106201","24,5847463607788","21,6472148895264","22,7534770965576","22,2659587860107","24,4972467422485","21,7159509658813","21,8971967697144","26,8472909927368","25,2097606658936","28,7223100662231","34,1348886489868","29,5223236083984","24,4159936904907","25,7222652435303","25,0785112380981","26,9285440444946","25,2097606658936","25,216007232666","22,7472305297852","24,9597549438477","21,8284606933594","20,2721834182739","29,7723293304443","22,5034713745117","30,7286024093628","29,0598154067993","29,7473192214966"
"0,1080641746521","30,0535917282104","26,0910272598267","25,8535146713257","22,7159738540649","23,8159894943237","23,3097314834595","25,6222724914551","22,772216796875","22,9597330093384","28,0472993850708","26,2660264968872","29,8348188400269","35,5849266052246","30,8723449707031","25,5785226821899","26,9285440444946","26,2097835540771","28,1598091125488","26,4285326004028","26,2785196304321","23,722243309021","26,0910272598267","22,8034734725952","21,2596893310547","31,0348510742187","23,6034870147705","32,0723533630371","30,172324180603","30,884838104248"
"0,110064029693604","31,4911127090454","27,2972822189331","27,1972894668579","23,8784790039062","25,0285148620605","24,4785070419312","26,8785238265991","23,8159894943237","24,0972518920898","29,2473316192627","27,366042137146","31,0410976409912","37,0599508285522","32,2723627090454","26,8535375595093","28,203558921814","27,4972915649414","29,4160842895508","27,6285409927368","27,4097919464111","24,8347520828247","27,3160457611084","23,8472461700439","22,2534656524658","32,322359085083","24,6722459793091","33,453631401062","31,247353553772","32,0473670959473"
"0,112064361572266","32,9473733901978","28,441047668457","28,4723043441772","25,0285148620605","26,1785268783569","25,6910085678101","27,9597997665405","24,9597549438477","25,2785205841064","30,3785800933838","28,4348011016846","32,2161197662354","38,5474681854248","33,6536407470703","28,0660629272461","29,4473171234131","28,6973237991333","30,6660890579224","28,9223194122314","28,4660577774048","25,8972644805908","28,5785675048828","24,8034954071045","23,1659889221191","33,6848974227905","25,7972717285156","34,7786664962769","32,4161291122437","33,2098722457886"
"0,11406421661377","34,3848943710327","29,6660661697388","29,8410892486572","26,2847661972046","27,3847818374634","26,8972873687744","29,2598247528076","26,0785102844238","26,5035390853882","31,6723585128784","29,5785665512085","33,4661245346069","40,07248878479","35,1474046707153","29,4098138809204","30,71608543396","29,9285888671875","31,9286108016968","30,2160739898682","29,7098159790039","27,0285367965698","29,7973394393921","25,8785247802734","24,2847442626953","35,0599050521851","26,9535303115845","36,2911701202393","33,5411310195923","34,403657913208"
"0,116064071655273","35,8536720275879","30,8723449707031","31,1973571777344","27,5097846984863","28,6098003387451","28,078556060791","30,4598331451416","27,2222995758057","27,6535511016846","32,8973770141602","30,71608543396","34,6911430358887","41,6037559509277","36,5661859512329","30,7535886764526","32,0598602294922","31,2036037445068","33,2223892211914","31,5348625183105","30,828595161438","28,1223058700562","31,0786008834839","26,9847869873047","25,2722501754761","36,44118309021","28,0972957611084","37,6411914825439","34,709906578064","35,6161594390869"
"0,118064403533936","37,3786926269531","32,1036100387573","32,6348781585693","28,803563117981","29,8910856246948","29,4098138809204","31,7411184310913","28,4285545349121","28,9098262786865","34,1911554336548","31,9098711013794","35,9349250793457","43,1412935256958","38,0599498748779","32,1661233901978","33,4161281585693","32,5411319732666","34,6224069595337","32,9161167144775","32,0598602294922","29,2910814285278","32,4411153793335","28,0972957611084","26,3722658157349","37,7912044525146","29,2223215103149","39,122462272644","36,0161781311035","36,8411779403687"
"0,120064258575439","38,953709602356","33,3598852157593","33,9786529541016","30,0285816192627","31,1161041259766","30,6723356246948","33,0161333084106","29,5410633087158","30,1660776138306","35,4286670684814","33,0036163330078","37,1661901473999","44,7225570678711","39,5662307739258","33,4598779678345","34,697413444519","33,8473796844482","35,9536647796631","34,2661380767822","33,2786321640015","30,3910970687866","33,7661504745483","29,2223215103149","27,4660348892212","39,2412185668945","30,3973436355591","40,5974864959717","37,22243309021","38,0099534988403"
"0,122064113616943","40,5037403106689","34,7286462783813","35,4849100112915","31,3410997390747","32,434868812561","31,959867477417","34,29114818573","30,8035850524902","31,4723491668701","36,7474317550659","34,2598915100098","38,4724617004395","46,3225841522217","41,0787582397461","34,9411487579346","36,0974311828613","35,2099180221558","37,3036861419678","35,6349229812622","34,5598936080933","31,6161155700684","35,07239818573","30,4035902023315","28,5848140716553","40,7162427902222","31,6348552703857","42,1662569046021","38,4849548339844","39,2662286758423"
"0,124064445495605","42,0725107192993","35,9599351882935","36,916184425354","32,6536178588867","33,7161302566528","33,2598924636841","35,6411695480347","32,0223569869995","32,8098773956299","38,0787134170532","35,4536771774292","39,7287368774414","47,8788614273071","42,6037788391113","36,3661766052246","37,5536918640137","36,5661859512329","38,6974573135376","37,0162010192871","35,8474254608154","32,8848838806152","36,428689956665","31,5160989761353","29,697322845459","42,1287775039673","32,9098701477051","43,6662912368774","39,6912336349487","40,4162406921387"
"0,126064300537109","43,6475515365601","37,3036861419678","38,4412050247192","34,0036392211914","35,0849151611328","34,6786499023437","37,0036840438843","33,3286285400391","34,1848850250244","39,4287347793579","36,6974353790283","41,091251373291","49,5476245880127","44,1663026809692","37,8349542617798","38,9662265777588","37,9849433898926","40,1599884033203","38,4849548339844","37,1912002563477","34,1161489486694","37,9037141799927","32,6848745346069","30,8598518371582","43,660044670105","34,1286420822144","45,210075378418","41,0162448883057","41,6162490844727"
"0,128064632415771","45,2538251876831","38,6099576950073","39,891242980957","35,3286743164062","36,3911867141724","35,9599351882935","38,3349657058716","34,6161603927612","35,4474067687988","40,7724857330322","37,8724575042725","42,3350095748901","51,0976552963257","45,6913232803345","39,2912149429321","40,2974843978882","39,3912315368652","41,510009765625","39,9349927902222","38,5224580764771","35,3474140167236","39,2662286758423","33,8473796844482","31,9786071777344","45,1100587844849","35,3974103927612","46,7663288116455","42,3537731170654","42,7037715911865"
"0,130064487457275","46,8788385391235","40,0474786758423","41,3599967956543","36,6599321365356","37,7849578857422","37,3474359512329","39,7099733352661","35,9411716461182","36,9036912918091","42,1475172042847","39,178729057312","43,716287612915","52,7101755142212","47,3288536071777","40,8225059509277","41,7725086212158","40,8225059509277","42,9975271224976","41,4287567138672","39,8349761962891","36,5974426269531","40,7099962234497","35,0411653518677","33,2036256790161","46,6288328170776","36,6911888122559","48,3726024627686","43,6850309371948","43,9287900924683"
"0,132064342498779","48,5538721084595","41,3599967956543","42,8912878036499","38,0349636077881","39,1662120819092","38,8162136077881","41,0850048065186","37,1974468231201","38,228702545166","43,5225486755371","40,4037475585938","45,0100660324097","54,3789625167847","48,910117149353","42,2850131988525","43,2850360870361","42,2537803649902","44,4350481033325","42,935037612915","41,1912441253662","37,9411935806274","42,0850276947022","36,2474203109741","34,3848943710327","48,1663703918457","37,9474639892578","49,9038934707642","45,0163125991821","45,1788187026978"
"0,134064674377441","50,2476453781128","42,7600383758545","44,497561454773","39,472484588623","40,559983253479","40,197491645813","42,4600124359131","38,5412216186523","39,6724700927734","44,9100494384766","41,6599988937378","46,3600873947144","56,0477256774902","50,5289077758789","43,9100503921509","44,7538137435913","43,716287612915","45,9475755691528","44,4787979125977","42,6725149154663","39,2412185668945","43,6100482940674","37,4724388122559","35,5911731719971","49,6538877487183","39,2724752426147","51,5476703643799","46,3913440704346","46,5038299560547"
"0,136064529418945","51,8539190292358","44,1850423812866","46,0350751876831","40,8912420272827","41,9662714004517","41,6162490844727","43,8663005828857","39,959979057312","41,1287546157837","46,285080909729","42,9100275039673","47,6601123809814","57,6352596282959","52,1101713180542","45,4663276672363","46,2225914001465","45,1788187026978","47,4288463592529","45,9600687026978","44,022536277771","40,5099868774414","45,0663089752197","38,6787176132202","36,803674697876","51,1414051055908","40,559983253479","53,1476974487305","47,6788520812988","47,835111618042"
"0,138064384460449","53,5789489746094","45,5413103103638","47,6100921630859","42,3725128173828","43,4100389480591","43,0850267410278","45,3475713729858","41,3350105285645","42,6162719726563","47,6663589477539","44,2350387573242","49,0226268768311","59,2540264129639","53,7289381027222","47,0413446426392","47,6538419723511","46,7225790023804","48,9538669586182","47,5225925445557","45,4788208007813","41,9350147247314","46,52259349823","39,9412393569946","38,0412101745605","52,7351856231689","41,8412685394287","54,7977209091187","49,0601301193237","49,1413831710815"
"0,140064716339111","55,2477121353149","46,997594833374","49,1976261138916","43,7788009643555","44,735050201416","44,5850610733032","46,7100858688355","42,6725149154663","44,0475463867188","49,091362953186","45,5475807189941","50,3413915634155","60,8665466308594","55,3227186203003","48,547625541687","49,1538763046265","48,1538534164429","50,3913879394531","49,0601301193237","46,9225883483887","43,2287931442261","47,9288578033447","41,203761100769","39,2662286758423","54,2914628982544","43,1537866592407","56,3977241516113","50,4663944244385","50,3601551055908"
"0,142064571380615","56,9414854049683","48,435115814209","50,8101463317871","45,2038049697876","46,2475776672363","46,0725784301758","48,1788635253906","44,0600395202637","45,5413103103638","50,5038976669312","46,8413352966309","51,6914129257202","62,5165700912476","56,9352388381958","50,1413822174072","50,7288932800293","49,6726274490356","51,9976615905762","50,6038904190064","48,4038591384888","44,5913076400757","49,5288848876953","42,4725294113159","40,4974937438965","55,8664798736572","44,5038080215454","58,0790042877197","51,7664194107056","51,5789031982422"
"0,144064903259277","58,6227655410767","49,7976303100586","52,2726774215698","46,6163396835327","47,5913524627686","47,5163459777832","49,6101379394531","45,3975677490234","46,9725847244263","51,8664121627808","48,1038570404053","52,916431427002","64,0790939331055","58,5352659225464","51,7101526260376","52,1414279937744","51,1914014816284","53,3976793289185","52,1789312362671","49,8351335525513","45,9413290023804","50,9101629257202","43,6287879943848","41,7287588119507","57,3790073394775","45,7850694656372","59,6977949142456","53,1164407730103","52,7289390563965"
"0,146064758300781","60,247802734375","51,241397857666","53,866457939148","48,0726003646851","49,0663766860962","48,9476203918457","51,0539054870606","46,8725919723511","48,4226226806641","53,2539367675781","49,3976354598999","54,2539596557617","65,7041311264038","60,1727962493897","53,322696685791","53,6476850509644","52,7476787567139","54,997706413269","53,741455078125","51,2789011001587","47,36008644104","52,4789333343506","44,8662996292114","42,9787874221802","58,935284614563","47,122597694397","61,3665580749512","54,4476985931397","54,0226936340332"
"0,148064613342285","61,9915723800659","52,6476860046387","55,5102109909058","49,566388130188","50,4788875579834","50,4413843154907","52,4476766586304","48,197603225708","49,8976469039917","54,6414613723755","50,6851434707642","55,6039810180664","67,2541618347168","61,8040800094605","54,9539566040039","55,1289558410645","54,1914463043213","56,4539909362793","55,2602291107178","52,7039289474487","48,7226247787476","53,9539575576782","46,1600780487061","44,2038059234619","60,4477882385254","48,4288692474365","63,0040884017944","55,766487121582","55,1852226257324"
"0,150064945220947","63,6915922164917","54,0977001190186","57,1227550506592","51,0476589202881","51,9914150238037","51,9914150238037","53,9039373397827","49,6226310729981","51,3914108276367","56,0227394104004","51,9726753234863","56,9352388381958","68,8541650772095","63,4353399276733","56,6102504730225","56,7227363586426","55,7539701461792","58,0852508544922","56,9352388381958","54,2789459228516","50,0913858413696","55,4477214813232","47,4101066589356","45,4788208007813","61,979079246521","49,7101306915283","64,6791219711304","57,0602416992188","56,435227394104"
"0,152064800262451","65,3666257858276","55,5164813995361","58,6727619171143","52,4414300918579","53,3476829528809","53,4039497375488","55,2789688110352","51,0476589202881","52,8851747512817","57,3664903640747","53,1539440155029","58,1415176391602","70,3917026519775","64,9853706359863","58,1040143966675","58,1602573394775","57,2289943695068","59,53528881073","58,4665060043335","55,7227373123169","51,4289140701294","56,8914890289307","48,616361618042","46,6975927352905","63,4853363037109","51,0101556777954","66,2853956222534","58,2727670669556","57,7039957046509"
"0,154064655303955","67,0916557312012","56,9227457046509","60,2727890014648","53,922700881958","54,828953742981","54,9102067947388","56,7352294921875","52,4164199829102","54,4414520263672","58,7602615356445","54,4352054595947","59,4977855682373","71,9042301177979","66,5354013442993","59,7602844238281","59,6727848052979","58,7727785110474","61,0978126525879","59,9977970123291","57,2102546691895","52,8851747512817","58,3727598190308","49,8288869857788","47,9913473129272","64,9791240692139","52,316427230835","67,9666519165039","59,4915390014648","58,9102745056152"
"0,156064987182617","68,7291860580444","58,3102703094482","61,8540763854981","55,3352117538452","56,253981590271","56,3789844512939","58,1540107727051","53,7726879119873","55,9102296829224","60,0852966308594","55,5914640426636","60,7165575027466","73,4479904174805","67,9916620254517","61,2478017807007","61,141562461853","60,3227853775024","62,5540733337402","61,5478038787842","58,6852788925171","54,2726993560791","59,8665475845337","51,0288953781128","49,2101192474365","66,4166450500488","53,5851955413818","69,5916891098022","60,6790542602539","60,0915431976318"
"0,158064842224121","70,4104423522949","59,7040414810181","63,4228467941284","56,8414926528931","57,691502571106","57,860255241394","59,5290422439575","55,2039623260498","57,4039936065674","61,4353179931641","56,8665027618408","61,9728326797485","74,9480247497559","69,4979429244995","62,8665924072266","62,6353263854981","61,866569519043","64,1103506088257","63,1478309631348","60,2415561676025","55,6789636611939","61,335301399231","52,2226810455322","50,4476547241211","67,9354190826416","54,8602104187012","71,2667226791382","61,9165658950806","61,3103151321411"
"0,160064697265625","71,9979763031006","61,0228061676025","64,9291276931763","58,2040071487427","59,0727806091309","59,3040227890015","60,9228134155273","56,5414905548096","58,8540315628052","62,7540826797485","57,9977512359619","63,1978511810303","76,3792991638184","70,8979606628418","64,2791032791138","64,0853643417358","63,2603406906128","65,5916213989258","64,6603584289551","61,7165565490723","57,0164918899536","62,8103256225586","53,3539295196533","51,6476631164551","69,2854404449463","56,1164855957031","72,841739654541","62,872838973999","62,4978303909302"
"0,162065029144287","73,6730098724365","62,3290777206421","66,4916515350342","59,59153175354","60,4603052139282","60,7478141784668","62,2978210449219","57,8977584838867","60,3602886199951","64,0103578567505","59,1477870941162","64,4165992736816","77,7918100357056","72,2542285919189","65,8103704452515","65,5666351318359","64,7603750228882","67,0916557312012","66,1916255950928","63,2103443145752","58,4102630615234","64,2666101455689","54,5289516448975","52,8226852416992","70,704197883606","57,3602437973022","74,4730234146118","63,9540910720825","63,6415958404541"
"0,164064884185791","75,2480268478394","63,6291027069092","68,0416584014893","60,9540462493897","61,8915796279907","62,1790647506714","63,654088973999","59,2352867126465","61,8353128433228","65,2728796005249","60,2290391921997","65,5791282653809","79,1855812072754","73,6355066299439","67,241644859314","66,9541358947754","66,2103891372681","68,5666799545288","67,7229166030884","64,729118347168","59,7415447235107","65,6103849411011","55,7039737701416","54,0164470672607","72,0729827880859","58,5977792739868","76,0605335235596","65,0416135787964","64,785361289978"
"0,166065216064453","76,9105434417725","64,9353742599487","69,5104360580444","62,3290777206421","63,2728338241577","63,6040925979614","64,9478673934937","60,5665445327759","63,3040904998779","66,5666341781616","61,3040685653687","66,7603969573975","80,5855989456177","75,0167608261108","68,791675567627","68,4229135513306","67,6729202270508","70,0291872024536","69,2416906356812","66,1791324615479","61,1103057861328","67,0541524887085","56,8665027618408","55,23521900177","73,4167575836182","59,829044342041","77,7043104171753","66,0541296005249","65,9478902816772"
"0,168065071105957","78,4293174743652","66,1728858947754","71,054220199585","63,6353492736816","64,6416187286377","65,0166273117065","66,2166357040405","61,8790626525879","64,7228717803955","67,7666664123535","62,285327911377","67,885422706604","81,8731307983398","76,3293027877808","70,0666904449463","69,741678237915","69,1166877746582","71,4542150497437","70,7104444503784","67,5479173660278","62,4165773391724","68,4604167938232","57,9477548599243","56,3352346420288","74,6730089187622","60,9728097915649","79,2293310165405","67,0541524887085","66,9853925704956"
"0,170064926147461","79,9980878829956","67,4729108810425","72,4542379379272","64,9291276931763","65,9666299819946","66,4353847503662","67,4978971481323","63,1665945053101","66,1853790283203","68,9541816711426","63,291597366333","68,97292137146","83,1356525421143","77,7105569839478","71,6167211532593","71,1542129516602","70,5604553222656","72,9042291641235","72,1354722976685","69,0729379653931","63,7353420257568","69,8479413986206","59,004020690918","57,4852466583252","75,8417844772339","62,1915817260742","80,7793617248535","68,1229114532471","68,1291580200195"
"0,172065258026123","81,4731121063232","68,7229156494141","73,9042520523071","66,1291360855103","67,3291444778442","67,7041530609131","68,8166856765747","64,4165992736816","67,5666570663452","70,1354503631592","64,310359954834","70,0104475021362","84,3169212341309","78,9480924606323","73,0417490005493","72,5104808807373","71,9354629516602","74,2980003356934","73,554253578186","70,4354524612427","65,0291204452515","71,1167097091675","60,0790500640869","58,5415124893189","77,0105600357056","63,2665872573853","82,3543787002564","69,1291809082031","69,1854238510132"
"0,174065113067627","83,0606460571289","70,0354337692261","75,354266166687","67,3854112625122","68,5916662216187","69,1104412078857","70,0042009353638","65,6791210174561","68,960428237915","71,2729692459106","65,2916193008423","71,1292028427124","85,6481790542603","80,2043437957764","74,6167659759522","73,7980127334595","73,385500907898","75,6792783737183","74,9980211257935","71,9292163848877","66,2416458129883","72,4854707717896","61,0978126525879","59,6477746963501","78,1543254852295","64,4478559494019","83,8731527328491","70,1104402542114","70,2604532241821"
"0,176064968109131","84,4356536865234","71,2729692459106","76,723051071167","68,6104297637939","69,8729515075684","70,3354597091675","71,1542129516602","66,82288646698","70,2291965484619","72,2979784011841","66,2166357040405","72,1042156219482","86,7294549942017","81,3981294631958","75,9855270385742","75,060510635376","74,6542692184448","76,9793033599854","76,3980388641357","73,260498046875","67,3666477203369","73,7104892730713","62,0853185653687","60,666561126709","79,2293310165405","65,5041217803955","85,2356672286987","71,0667133331299","71,235466003418"
"0,178065299987793","85,8294248580933","72,5354909896851","78,0605792999268","69,8416948318481","71,1479663848877","71,6042280197144","72,3792314529419","67,9604053497314","71,597957611084","73,3792543411255","67,1666622161865","73,079252243042","87,823224067688","82,6106309890747","77,4043083190918","76,3293027877808","76,1105298995972","78,32932472229","77,7730703353882","74,6417760848999","68,5979127883911","74,9230146408081","63,0915880203247","61,7478132247925","80,2980899810791","66,516637802124","86,7044448852539","72,0854759216309","72,1917390823364"
"0,180065155029297","87,2294664382935","73,6167430877686","79,3855905532837","71,0041999816895","72,3604917526245","72,8354930877686","73,4605073928833","69,0604209899902","72,9042291641235","74,4167566299439","68,0416584014893","74,0230083465576","88,8107299804688","83,7856531143189","78,7105798721314","77,6043176651001","77,4980545043945","79,585599899292","79,0855884552002","75,9417772293091","69,8292016983032","76,1542797088623","63,9228582382202","62,7540826797485","81,2106132507324","67,5229072570801","88,116979598999","73,1230020523071","73,1979846954346"
"0,182065486907959","88,5982275009155","74,7480154037476","80,6668519973755","72,1917390823364","73,5417366027832","74,1417646408081","74,5980262756348","70,216703414917","74,2105007171631","75,410532951355","68,9166784286499","74,9167680740356","89,9232387542725","84,8731756210327","80,0543546676636","78,8418292999268","78,8668394088745","80,8668613433838","80,3981065750122","77,2855520248413","71,1479663848877","77,3043155670166","64,8916244506836","63,654088973999","82,210636138916","68,5979127883911","89,5920038223267","74,0730047225952","74,1105079650879"
"0,184065341949463","89,8732423782349","75,7292747497559","81,8731307983398","73,32923412323","74,7105121612549","75,2417802810669","75,6167888641357","71,2417125701904","75,3980159759522","76,3480424880981","69,7291851043701","75,7917881011963","90,7420158386231","85,9419345855713","81,2668561935425","79,9043416976929","80,2168607711792","81,98561668396","81,6543817520142","78,5043239593506","72,1542358398438","78,3730745315552","65,6916379928589","64,6103620529175","83,2231521606445","69,4916963577271","90,9045219421387","74,9855279922485","74,9792814254761"
"0,186065196990967","91,1232709884644","76,7417907714844","83,0793857574463","74,4480133056641","75,8605241775513","76,3917922973633","76,6230344772339","72,2354888916016","76,6730546951294","77,2042989730835","70,522952079773","76,6167879104614","91,704535484314","86,9982004165649","82,4731349945068","81,1106204986572","81,6168785095215","83,1668853759766","82,9481363296509","79,7918319702148","73,2667446136475","79,4480800628662","66,4916515350342","65,5291318893433","84,1919183731079","70,4916954040527","92,2232866287231","75,8730411529541","75,8542776107788"
"0,188065528869629","92,304539680481","77,6793003082275","84,3106746673584","75,4230260848999","76,8793106079102","77,4730682373047","77,5855541229248","73,1667518615723","77,7855634689331","78,035569190979","71,2479591369629","77,3918151855469","92,5170421600342","87,9794597625732","83,6106538772583","82,1606397628784","82,8794002532959","84,304404258728","84,1044187545776","80,9793710708618","74,3167638778687","80,3606033325195","67,229151725769","66,3228988647461","84,9794149398804","71,2979555130005","93,4607982635498","76,7480373382568","76,6730546951294"
"0,190065383911133","93,5045480728149","78,6293268203735","85,4419231414795","76,4417886734009","77,9293060302734","78,5105705261231","78,5293340682983","74,1042613983154","78,9043188095093","78,8918256759644","72,0104694366455","78,1168222427368","93,2982921600342","89,0169858932495","84,7731590270996","83,2606554031372","84,1606616973877","85,4169368743897","85,3544235229492","82,1481227874756","75,3792762756348","81,3543796539307","67,9729223251343","67,2041416168213","85,8231782913208","72,241735458374","94,7170734405518","77,560567855835","77,5418043136597"
"0,192065238952637","94,5170640945435","79,4918298721314","86,4232063293457","77,3918151855469","78,8480758666992","79,5793294906616","79,2980909347534","74,8980283737183","79,9543380737305","79,6105861663818","72,6667404174805","78,7668228149414","93,9920663833618","89,8794889450073","85,8294248580933","84,2544078826904","85,3294372558594","86,4669561386108","86,4356994628906","83,2543849945068","76,1605501174927","82,1793794631958","68,6354160308838","67,9041624069214","86,4856958389282","73,0042457580566","95,8420991897583","78,3230781555176","78,2105684280396"
"0,194065570831299","95,6608295440674","80,3168535232544","87,4669551849365","78,2480716705322","79,8043489456177","80,548095703125","80,185604095459","75,7855415344238","81,0043573379517","80,3543567657471","73,3979940414429","79,4793367385864","94,6733236312866","90,7232522964478","86,9169473648071","85,198187828064","86,4606857299805","87,6607179641724","87,4919652938843","84,3294143676758","77,0042896270752","83,0606460571289","69,2791938781738","68,6416625976563","87,2544527053833","73,7792491912842","96,9921112060547","79,1293382644653","78,941822052002"
"0,196065425872803","96,6046094894409","81,1043739318848","88,4982347488403","79,1730880737305","80,7231187820435","81,4543724060059","80,8793544769287","76,541805267334","81,9043874740601","81,0043573379517","73,9917516708374","80,073094367981","95,3233242034912","91,6107654571533","87,8794670104981","86,0294342041016","87,5544548034668","88,7419700622559","88,4482145309448","85,3669404983521","77,8980731964111","83,8981628417969","69,8729515075684","69,2979335784912","87,8607273101807","74,5230197906494","98,0796337127686","79,8356056213379","79,6105861663818"
"0,198065280914307","97,4608659744263","81,8918704986572","89,4482374191284","79,9543380737305","81,5856218338013","82,2981357574463","81,6918611526489","77,2480487823486","82,8543901443481","81,6606283187866","74,5605230331421","80,5606126785278","96,0483312606812","92,3795461654663","88,8669729232788","86,9357109069824","88,6794805526733","89,735746383667","89,3732309341431","86,3544464111328","78,7168264389038","84,723162651062","70,4792022705078","69,9666976928711","88,5482311248779","75,2542734146118","99,1421461105347","80,4481029510498","80,2980899810791"
"0,200065612792969","98,3546257019043","82,5606346130371","90,3107643127441","80,785608291626","82,3231220245361","83,1668853759766","82,2606325149536","77,8480529785156","83,7106466293335","82,1856260299683","75,0980138778687","81,0606241226196","96,7483520507813","93,0482864379883","89,7419929504395","87,698221206665","89,6732568740845","90,5982494354248","90,210747718811","87,2794628143311","79,5418500900269","85,4856729507446","71,0167169570923","70,5542087554932","89,0669822692871","75,9292840957642","100,154662132263","81,0543537139893","80,8793544769287"
"0,202065467834473","99,0921497344971","83,1981420516968","91,1420106887817","81,5543651580811","83,0981492996216","83,9356660842896","82,9169034957886","78,4668207168579","84,5044136047363","82,754397392273","75,5980253219605","81,5918684005737","97,3421096801758","93,7920570373535","90,5920028686523","88,4294748306274","90,6357526779175","91,3920164108276","91,0107612609863","87,9169702529907","80,3606033325195","86,2669467926025","71,5604782104492","71,1167097091675","89,610743522644","76,5480518341064","101,117181777954","81,6856145858765","81,3606262207031"
