Potencial (V),Paciente J (1),Paciente J (2),Paciente J (3),Paciente K (1),Paciente K (2),Paciente K (3),Paciente L (1),Paciente L (2),Paciente L (3),Paciente M (1),Paciente M (2),Paciente M (3),Paciente N (1),Paciente N (2),Paciente N (3),Paciente O (1),Paciente O (2),Paciente O (3),Paciente P (1),Paciente P (2),Paciente P (3),Paciente Q (1),Paciente Q (2),Paciente Q (3),Paciente R (1),Paciente R (2),Paciente S (1),Paciente S (2),Paciente S (3)
"-0,499945163726807","-67,7822828292847","-64,0947818756104","-65,7823085784912","-68,3448314666748","-69,5322751998901","-68,7198638916016","-63,657283782959","-63,9697313308716","-59,7821474075317","-62,2822046279907","-56,7821264266968","-58,407187461853","-72,0323324203491","-69,8448419570923","-67,7822828292847","-72,6573467254639","-70,0323581695557","-65,7823085784912","-64,2197132110596","-78,5949230194092","-52,8445243835449","-75,9074687957764","-71,0948705673218","-70,1572895050049","-95,2826738357544","-92,0951366424561","-63,7822151184082","-56,0946464538574","-58,2196712493897"
"-0,497945070266724","-63,657283782959","-60,4697465896606","-61,7196559906006","-64,407229423523","-65,4072761535645","-64,157247543335","-59,7196817398071","-59,2197179794312","-55,8446645736694","-57,7821731567383","-53,2821416854858","-54,5320510864258","-67,6573514938355","-65,8447742462158","-62,9696846008301","-68,8447952270508","-65,9698247909546","-61,3447427749634","-59,7196817398071","-74,1573572158814","-48,7195253372192","-71,1573362350464","-66,8448209762573","-66,0947561264038","-89,7825956344605","-87,6575708389282","-59,7821474075317","-52,0321130752564","-54,4695854187012"
"-0,49594521522522","-61,2196922302246","-57,5946569442749","-59,2821836471558","-62,0322227478027","-62,6572370529175","-61,1572265625","-56,5946102142334","-56,3446283340454","-52,6571273803711","-54,5946359634399","-50,2195358276367","-51,7820119857788","-64,9697780609131","-63,2197856903076","-59,7821474075317","-66,0947561264038","-63,657283782959","-58,4696531295776","-56,7196607589722","-70,719838142395","-46,344518661499","-68,5948133468628","-63,9697313308716","-63,3447170257568","-86,1575603485107","-84,0950012207031","-56,657075881958","-48,9695072174072","-51,7820119857788"
"-0,493945121765137","-58,5321187973022","-55,0945997238159","-57,3446750640869","-59,6572160720825","-60,4071617126465","-59,2197179794312","-54,8446178436279","-54,1571378707886","-50,9696006774902","-52,9695749282837","-47,9695796966553","-49,7195720672607","-62,8447532653809","-61,4696741104126","-57,7197074890137","-63,8447999954224","-61,3447427749634","-56,2821626663208","-54,5946359634399","-68,3448314666748","-44,2194938659668","-66,0322904586792","-61,5322589874268","-61,4696741104126","-83,5325717926025","-81,5950632095337","-54,2820692062378","-47,344446182251","-49,7195720672607"
"-0,491945028305054","-56,7821264266968","-53,7821054458618","-55,907130241394","-57,8446388244629","-59,2197179794312","-57,5321912765503","-53,0946254730225","-51,9695281982422","-49,5320558547974","-50,9696006774902","-46,4069843292236","-47,7194786071777","-61,2196922302246","-59,6572160720825","-55,8446645736694","-61,8447065353394","-59,9071979522705","-54,7195672988892","-53,0946254730225","-66,2822723388672","-43,0943965911865","-64,0947818756104","-59,5321655273438","-59,4696998596191","-80,7825326919556","-79,7200202941895","-53,0320405960083","-45,1569557189941","-48,0320453643799"
"-0,489944934844971","-55,5945634841919","-51,9695281982422","-54,2196035385132","-56,3446283340454","-57,6571226119995","-55,7196140289307","-51,7195463180542","-50,3445863723755","-48,0320453643799","-49,4070053100586","-45,0944900512695","-46,1568832397461","-59,5321655273438","-58,0946207046509","-54,6571016311646","-60,2196455001831","-57,9696893692017","-53,3446073532105","-51,9695281982422","-65,0947093963623","-41,7194366455078","-62,1572732925415","-58,0946207046509","-57,7197074890137","-78,2824754714966","-77,5949954986572","-51,2820482254028","-43,7819957733154","-46,0319519042969"
"-0,487945079803467","-54,4695854187012","-50,8445501327515","-52,9071092605591","-55,0321340560913","-55,9695959091187","-54,4695854187012","-50,1570701599121","-49,2820739746094","-46,4069843292236","-48,0320453643799","-43,7819957733154","-44,9695587158203","-58,2821369171143","-56,7196607589722","-53,0320405960083","-58,8446855545044","-56,8445920944214","-51,6570806503296","-50,4695177078247","-63,7822151184082","-39,5912289619446","-60,6571435928345","-56,5321445465088","-56,5321445465088","-76,0324001312256","-75,469970703125","-50,3445863723755","-42,4695014953613","-44,6569919586182"
"-0,485944986343384","-53,4070730209351","-49,5320558547974","-51,844596862793","-53,907036781311","-54,8446178436279","-53,4695386886597","-49,4694709777832","-47,9695796966553","-45,9070205688477","-47,2195148468018","-42,1037673950195","-44,2194938659668","-56,9696426391602","-55,7820796966553","-52,1570444107056","-57,8446388244629","-55,907130241394","-50,4695177078247","-49,0319728851318","-62,0322227478027","-38,5412216186523","-59,6572160720825","-55,5320978164673","-55,5320978164673","-74,0324258804321","-73,8449096679688","-48,7195253372192","-40,434992313385","-43,9069271087647"
"-0,483944892883301","-52,1570444107056","-48,4069585800171","-50,7194995880127","-52,8445243835449","-54,0320873260498","-52,2195100784302","-48,0945110321045","-47,2195148468018","-44,6569919586182","-46,2195873260498","-41,1037564277649","-42,2600269317627","-55,907130241394","-54,6571016311646","-50,7820844650269","-56,657075881958","-54,4071197509766","-49,344539642334","-48,4069585800171","-60,907244682312","-37,6224517822266","-58,2196712493897","-53,9696216583252","-53,9696216583252","-72,2823143005371","-71,9074010848999","-47,844409942627","-39,3537282943726","-41,803765296936"
"-0,481944799423218","-50,8445501327515","-47,344446182251","-49,7820377349854","-51,844596862793","-52,8445243835449","-51,4695644378662","-46,7820167541504","-46,1568832397461","-43,1975364685059","-45,2818870544434","-40,1912450790405","-41,3412570953369","-54,9070835113525","-53,4070730209351","-49,6569871902466","-55,7820796966553","-53,7821054458618","-48,6570596694946","-47,5320816040039","-60,0321292877197","-36,6911888122559","-57,0946931838989","-52,8445243835449","-52,8445243835449","-70,469856262207","-70,4073905944824","-47,344446182251","-38,2662177085876","-40,728747844696"
"-0,479944944381714","-49,7820377349854","-46,4069843292236","-48,5944747924805","-50,9696006774902","-51,7195463180542","-50,3445863723755","-46,344518661499","-45,1569557189941","-42,3787713050842","-44,0318584442139","-39,3099784851074","-40,4787421226501","-54,2820692062378","-52,3445606231689","-48,7195253372192","-54,344654083252","-52,6571273803711","-47,6570129394531","-46,0944175720215","-58,7196350097656","-35,897421836853","-55,7820796966553","-51,844596862793","-51,844596862793","-69,4698095321655","-69,2822933197022","-46,4694499969482","-37,3412013053894","-39,7662401199341"
"-0,477944850921631","-49,2194890975952","-45,4695224761963","-47,9695796966553","-49,9070882797241","-50,9696006774902","-49,2820739746094","-45,0944900512695","-43,9693927764893","-41,6162610054016","-43,6568260192871","-38,4787201881409","-39,597487449646","-53,0320405960083","-51,594614982605","-48,1569766998291","-53,6570549011231","-51,9070625305176","-46,5943813323975","-45,5944538116455","-57,9071044921875","-35,1224184036255","-55,0945997238159","-51,1569976806641","-51,4695644378662","-67,6573514938355","-67,6573514938355","-45,5944538116455","-36,4099383354187","-38,828718662262"
"-0,475944757461548","-47,9695796966553","-44,5945262908936","-47,2195148468018","-49,4070053100586","-50,2195358276367","-48,0320453643799","-44,6569919586182","-43,0943965911865","-40,9162521362305","-41,8537616729736","-37,684953212738","-38,8037204742432","-52,1570444107056","-50,9696006774902","-47,4069118499756","-52,4070262908936","-50,5945682525635","-45,6569194793701","-43,8663005828857","-56,7821264266968","-34,3536496162415","-53,8445711135864","-49,84450340271","-49,9695539474487","-66,0322904586792","-66,1572217941284","-44,844388961792","-35,5911731719971","-37,9037022590637"
"-0,473944902420044","-47,2819805145264","-43,7819957733154","-46,4694499969482","-48,5944747924805","-49,344539642334","-47,2195148468018","-42,7912831306458","-41,7225122451782","-40,141236782074","-41,0724997520447","-36,9099378585815","-38,0412101745605","-51,4070987701416","-49,7195720672607","-46,4069843292236","-51,7195463180542","-49,9695539474487","-44,2413091659546","-43,1287884712219","-55,907130241394","-33,6223959922791","-53,2821416854858","-49,2820739746094","-49,2820739746094","-64,3447637557983","-64,7197961807251","-43,84446144104","-34,7286581993103","-37,0224475860596"
"-0,471944808959961","-46,4069843292236","-42,3662781715393","-45,7818508148193","-47,5320816040039","-48,2195615768433","-46,5943813323975","-42,0537710189819","-41,0287499427795","-39,4912362098694","-40,4037475585938","-36,2224340438843","-37,3536944389343","-50,8445501327515","-49,1570234298706","-45,5319881439209","-50,9696006774902","-49,0319728851318","-43,478786945343","-42,3600196838379","-55,0945997238159","-32,9411268234253","-52,094578742981","-48,0320453643799","-48,4069585800171","-63,1572008132935","-63,7822151184082","-42,6662802696228","-33,9536428451538","-36,2474322319031"
"-0,469944715499878","-45,7193851470947","-41,6100144386292","-44,078803062439","-46,6570854187012","-47,5945472717285","-45,9070205688477","-41,3037538528442","-40,2724981307983","-38,8599753379822","-39,6787285804749","-35,4849219322205","-36,6161823272705","-49,7820377349854","-48,2195615768433","-43,9787983894348","-49,7820377349854","-48,0320453643799","-42,7037835121155","-41,6225075721741","-54,4071197509766","-32,2973728179932","-51,1569976806641","-47,344446182251","-47,4693775177002","-62,2197389602661","-62,2822046279907","-42,0037746429443","-33,1536293029785","-35,4349136352539"
"-0,467944622039795","-45,2194213867188","-40,8599972724915","-43,4162855148315","-46,1568832397461","-46,5943813323975","-45,2194213867188","-40,5849933624268","-39,5662307739258","-38,2349610328674","-38,9537215232849","-34,8474144935608","-35,9474301338196","-48,9070415496826","-47,2195148468018","-43,2787895202637","-48,7819910049439","-47,4069118499756","-42,0037746429443","-40,910005569458","-53,7821054458618","-31,7098617553711","-50,2195358276367","-46,5943813323975","-46,7820167541504","-60,5946779251099","-60,9697103500366","-41,4100050926209","-32,4661254882812","-34,6786618232727"
"-0,465944766998291","-43,6787962913513","-40,141236782074","-42,7162766456604","-45,344352722168","-46,0319519042969","-43,7037944793701","-39,8474812507629","-38,884973526001","-37,5974535942078","-38,2787108421326","-34,2098951339722","-35,2786660194397","-48,4695434570313","-46,6570854187012","-42,5725221633911","-48,2195615768433","-46,5943813323975","-41,272509098053","-40,1787400245667","-53,2195568084717","-31,0473561286926","-49,5320558547974","-45,8445549011231","-46,0944175720215","-59,4072341918945","-59,7196817398071","-40,8037543296814","-31,7536115646362","-33,9223980903625"
"-0,463944673538208","-43,060040473938","-39,4224762916565","-42,0350193977356","-45,0320243835449","-45,5319881439209","-43,0850386619568","-39,2037272453308","-38,228714466095","-37,0599389076233","-37,6724481582642","-33,6286425590515","-34,653651714325","-47,4069118499756","-46,1568832397461","-41,985023021698","-47,5320816040039","-46,0319519042969","-40,6662464141846","-39,5849823951721","-52,2820949554443","-30,4973483085632","-49,094557762146","-44,6413040161133","-44,7038054466248","-58,2196712493897","-59,0322017669678","-40,2287364006043","-31,0786008834839","-33,2411408424377"
"-0,461944580078125","-42,4287796020508","-38,7099742889404","-41,3787603378296","-43,3912873268127","-43,8287973403931","-42,3662781715393","-38,4974598884583","-37,5849485397339","-36,4474296569824","-37,0536923408508","-32,978630065918","-34,0224027633667","-46,6570854187012","-44,5288062095642","-41,2475109100342","-46,6570854187012","-45,4695224761963","-39,9974942207336","-38,9287233352661","-51,4070987701416","-29,9285888671875","-48,2195615768433","-43,9162969589233","-44,0037965774536","-57,4071407318115","-57,5946569442749","-39,6662354469299","-30,409836769104","-32,5536251068115"
"-0,459944486618042","-41,747510433197","-38,0849599838257","-40,7037496566772","-42,7600264549255","-43,2100415229797","-41,747510433197","-37,8474593162537","-36,9286894798279","-35,9286785125732","-36,4161849021912","-32,4161171913147","-33,4598898887634","-46,1568832397461","-43,8725471496582","-40,6412482261658","-45,2600717544556","-44,5945262908936","-39,3349766731262","-38,3224606513977","-51,0320663452148","-29,3785810470581","-47,6570129394531","-43,2600378990173","-43,3850407600403","-56,0321807861328","-56,2821626663208","-39,1412258148193","-29,7910809516907","-31,9286108016968"
"-0,457944631576538","-41,1350011825562","-37,4099493026733","-40,0787353515625","-42,1225190162659","-42,5537824630737","-41,0975098609924","-37,1724486351013","-36,2911820411682","-35,3599190711975","-35,8536720275879","-31,8661093711853","-32,8598737716675","-44,9350595474243","-43,2350397109985","-39,9912357330322","-44,610059261322","-43,4662938117981","-38,7099742889404","-37,6724481582642","-50,4070520401001","-28,8348197937012","-46,4694499969482","-42,6225304603577","-42,6912784576416","-54,5946359634399","-55,3445816040039","-38,5849714279175","-29,1848182678223","-31,2598586082458"
"-0,455944538116455","-40,5787467956543","-36,8286848068237","-39,4974827766418","-41,5475130081177","-41,9537663459778","-40,491247177124","-36,5974307060242","-35,71617603302","-34,8411560058594","-35,2661609649658","-31,3348531723022","-32,3411226272583","-44,3600535392761","-42,5975322723389","-39,3787264823914","-43,9600467681885","-42,9225325584412","-38,1099581718445","-37,1161937713623","-49,594521522522","-28,3723115921021","-45,9070205688477","-42,0100212097168","-42,0912742614746","-53,9696216583252","-54,2196035385132","-38,103711605072","-28,5910606384277","-30,6910991668701"
"-0,453944444656372","-39,9349927902222","-36,1974358558655","-38,884973526001","-40,9287571907043","-41,3350105285645","-39,8912310600281","-35,9661817550659","-35,1349115371704","-34,347403049469","-34,7036600112915","-30,7598471641541","-31,7661166191101","-43,8037991523743","-41,9662714004517","-38,7974739074707","-43,2600378990173","-42,3162698745728","-37,5411987304687","-36,5036845207214","-48,9070415496826","-27,8160572052002","-44,5600628852844","-41,3662552833557","-41,4600133895874","-52,5945425033569","-53,4695386886597","-37,5912070274353","-28,0410528182983","-30,047333240509"
"-0,451944351196289","-39,4224762916565","-35,5911731719971","-38,3537173271179","-40,3849959373474","-40,7537460327148","-39,303731918335","-35,4036688804626","-34,584903717041","-33,8661432266235","-34,1536521911621","-30,2723407745361","-31,2598586082458","-43,2100415229797","-41,4100050926209","-38,2599592208862","-42,6350235939026","-41,7225122451782","-36,9849443435669","-35,9911799430847","-48,2820272445679","-27,3222923278809","-43,953800201416","-40,7474994659424","-40,8412456512451","-51,844596862793","-52,3445606231689","-37,0911955833435","-27,5160431861877","-29,5223236083984"
"-0,449944496154785","-38,8099670410156","-35,0474119186401","-37,7474546432495","-39,834988117218","-40,1599884033203","-38,7287139892578","-34,822404384613","-34,0661525726318","-33,3473920822144","-33,6286425590515","-29,7910809516907","-30,7473421096802","-42,6100254058838","-40,8100008964539","-37,684953212738","-41,9537663459778","-41,1225080490112","-36,4161849021912","-35,3911638259888","-47,5320816040039","-26,8785357475281","-43,3162927627564","-40,1599884033203","-40,2287364006043","-50,7194995880127","-51,7195463180542","-36,6036891937256","-26,9285440444946","-28,9098143577576"
"-0,447944402694702","-38,284957408905","-34,4661593437195","-37,1974468231201","-39,3099784851074","-39,6287322044373","-38,1912112236023","-34,2786550521851","-33,509886264801","-32,909882068634","-33,1661343574524","-29,2848229408264","-30,2910923957825","-42,1162724494934","-40,2412414550781","-37,1724486351013","-41,4162635803223","-40,5974984169006","-35,9286785125732","-34,9099159240723","-47,2819805145264","-26,4597773551941","-42,7287817001343","-39,6224856376648","-39,6849870681763","-49,7820377349854","-50,5319833755493","-36,1411809921265","-26,4097809791565","-28,3910632133484"
"-0,445944309234619","-37,7786993980408","-33,9161515235901","-36,6536855697632","-38,7537240982056","-39,0474796295166","-37,6537084579468","-33,7848901748657","-33,0161333084106","-32,4661254882812","-32,6411247253418","-28,8348197937012","-29,7598361968994","-41,566264629364","-39,6724820137024","-36,609935760498","-40,7600045204163","-40,0349855422974","-35,3786706924438","-34,4099044799805","-45,8350777626038","-25,98477602005","-42,1225190162659","-39,0037178993225","-39,122474193573","-49,094557762146","-49,9070882797241","-35,6849193572998","-25,8972764015198","-27,8285503387451"
"-0,443944215774536","-37,2537016868591","-33,3661317825317","-36,1474275588989","-38,2099628448486","-38,5099649429321","-37,1474504470825","-33,2348823547363","-32,5286269187927","-32,0536136627197","-32,1348667144775","-28,3348083496094","-29,3160796165466","-41,0475015640259","-39,0974760055542","-36,1224293708801","-40,197491645813","-39,5037293434143","-34,8661541938782","-33,9599013328552","-45,3100681304932","-25,5597710609436","-41,5475130081177","-38,466215133667","-38,5412216186523","-48,0945110321045","-49,2194890975952","-35,2224111557007","-25,4347681999207","-27,3347973823547"
"-0,441944360733032","-36,7286920547485","-32,853627204895","-35,6661677360535","-37,684953212738","-37,9787087440491","-36,5786910057068","-32,7286243438721","-32,016122341156","-31,5723538398743","-31,6411137580872","-27,9160499572754","-28,8285732269287","-40,4787421226501","-38,5912179946899","-35,5849266052246","-39,6037340164185","-38,94122838974","-34,3599081039429","-33,4161400794983","-44,7850584983826","-25,1160144805908","-40,9537553787231","-37,9349589347839","-38,0162119865417","-47,2195148468018","-48,0945110321045","-34,7974061965942","-24,9097585678101","-26,7972826957703"
"-0,439944267272949","-36,2224340438843","-32,3661208152771","-35,1411700248718","-37,2474431991577","-37,447452545166","-36,0911846160889","-32,2161197662354","-31,5286040306091","-31,1536073684692","-31,2036037445068","-27,5223016738892","-28,4098148345947","-39,9662375450134","-38,0662083625793","-35,0849151611328","-39,0474796295166","-38,466215133667","-33,8973999023437","-32,966136932373","-44,260048866272","-24,7160077095032","-40,3599977493286","-37,4224543571472","-37,5099539756775","-46,5319156646729","-47,4069118499756","-34,3724012374878","-24,4722485542297","-26,3035297393799"
"-0,437944173812866","-35,7411742210388","-31,903612613678","-34,6661567687988","-36,7161870002747","-36,9661927223206","-35,6224179267883","-31,7098617553711","-31,0473561286926","-30,7286024093628","-30,7848453521729","-27,072286605835","-27,9973030090332","-39,472484588623","-37,5599503517151","-34,6099019050598","-38,4849667549133","-37,9412055015564","-33,4411382675171","-32,4723720550537","-43,7662959098816","-24,2910027503967","-39,7849798202515","-36,8911862373352","-36,9661927223206","-45,7818508148193","-46,4694499969482","-33,9411497116089","-23,9847421646118","-25,8597731590271"
"-0,435944318771362","-35,297417640686","-31,3911080360413","-34,222400188446","-36,259937286377","-36,4661812782288","-35,1286649703979","-31,2786102294922","-30,6348443031311","-30,3348422050476","-30,3098440170288","-26,6535401344299","-27,5972962379456","-39,0162229537964","-37,0911955833435","-34,1473937034607","-37,9662036895752","-37,4912023544312","-32,9848766326904","-32,0348620414734","-43,2912945747376","-23,8909959793091","-39,2787218093872","-36,3849282264709","-36,4786863327026","-44,010055065155","-45,7818508148193","-33,5973858833313","-23,5784888267517","-25,3535151481628"
"-0,433944225311279","-34,8349094390869","-30,9223532676697","-33,7536454200745","-35,7974290847778","-35,9911799430847","-34,6599102020264","-30,7723522186279","-30,1410913467407","-29,9473404884338","-29,8785805702209","-26,2160301208496","-27,1722912788391","-38,4974598884583","-36,5911841392517","-33,691143989563","-37,4349474906921","-37,0099425315857","-32,5161218643188","-31,5598607063293","-42,7600264549255","-23,5222339630127","-38,7287139892578","-35,8849287033081","-35,9599232673645","-43,241286277771","-44,2162990570068","-33,1661343574524","-23,1659770011902","-24,8910069465637"
"-0,431944131851196","-34,4536542892456","-30,5098414421082","-33,3161354064941","-35,353672504425","-35,5474233627319","-34,222400188446","-30,3723454475403","-29,7410845756531","-29,5598268508911","-29,459822177887","-25,8847713470459","-26,7847895622253","-38,0537033081055","-36,1474275588989","-33,2786321640015","-36,9536876678467","-36,5474343299866","-32,1036219596863","-31,2098503112793","-42,3100233078003","-23,1597304344177","-38,2099628448486","-35,4661703109741","-35,5411648750305","-42,5537824630737","-43,5287952423096","-32,7723741531372","-22,7472305297852","-24,4972467422485"
"-0,429944038391113","-33,9723944664001","-30,0348401069641","-32,9036355018616","-34,8974108695984","-35,0536584854126","-33,7848901748657","-29,8848390579224","-29,3223261833191","-29,1723251342773","-29,0285706520081","-25,4785180091858","-26,3410329818726","-37,5849485397339","-35,6724262237549","-32,7848792076111","-36,4661812782288","-36,078679561615","-31,6848635673523","-30,7473421096802","-41,8412685394287","-22,8222250938416","-37,6724481582642","-34,9349141120911","-34,9974155426025","-41,7600154876709","-42,8412795066834","-32,3598742485046","-22,3222136497498","-24,0222454071045"
"-0,427944183349609","-33,5536360740662","-29,6410799026489","-32,5098752975464","-34,5161557197571","-34,5974087715149","-33,3661317825317","-29,4723272323608","-28,8660645484924","-28,8410663604736","-28,6410689353943","-25,1160144805908","-25,98477602005","-37,1599435806274","-35,2224111557007","-32,3598742485046","-35,9661817550659","-35,6661677360535","-31,2786102294922","-30,3848385810852","-41,3850069046021","-22,465968132019","-37,1724486351013","-34,4911575317383","-34,5661520957947","-41,0162568092346","-42,1287655830383","-32,0348620414734","-21,9284653663635","-23,6222386360168"
"-0,425944089889526","-33,1348896026611","-29,2160749435425","-32,0411205291748","-34,053647518158","-34,1473937034607","-32,922375202179","-29,0473222732544","-28,4348130226135","-28,4535646438599","-28,2410621643066","-24,6972560882568","-25,5910158157349","-36,734938621521","-34,7536563873291","-31,9223642349243","-35,4536652565002","-35,1661682128906","-30,884850025177","-29,9160838127136","-40,9287571907043","-22,0972180366516","-36,6974353790283","-34,0286493301392","-34,0723991394043","-40,3037428855896","-41,4037585258484","-31,6536068916321","-21,5347051620483","-23,2034802436829"
"-0,423943996429443","-32,7411293983459","-28,791069984436","-31,6473603248596","-33,6536407470703","-33,7411403656006","-32,5536251068115","-28,6410689353943","-28,0598044395447","-28,1285524368286","-27,8785586357117","-24,3659973144531","-25,2222657203674","-36,2911820411682","-34,347403049469","-31,5161108970642","-35,0411653518677","-34,7786545753479","-30,4848432540894","-29,5473337173462","-40,5349969863892","-21,7659592628479","-36,2036824226379","-33,5598945617676","-33,6098909378052","-39,6162271499634","-40,7787561416626","-31,2786102294922","-21,1847066879272","-22,7909803390503"
"-0,42194390296936","-32,3348760604858","-28,3973097801208","-31,2536001205444","-33,21613073349","-33,3036303520203","-32,1098685264587","-28,2223105430603","-27,7098059654236","-27,7535557746887","-27,4410486221313","-24,015998840332","-24,8910069465637","-35,8599305152893","-33,9411497116089","-31,1098575592041","-34,5724105834961","-34,3036532402039","-30,0723314285278","-29,1660785675049","-40,0787353515625","-21,4284539222717","-35,7349276542664","-33,1348896026611","-33,1848859786987","-38,8912200927734","-40,07248878479","-30,9285998344421","-20,7909464836121","-22,4284648895264"
"-0,419944047927856","-31,9161176681519","-28,0160546302795","-30,9348464012146","-32,8348755836487","-32,8911304473877","-31,7473649978638","-27,8347969055176","-27,366042137146","-27,3972988128662","-27,0847916603088","-23,665988445282","-24,5159983634949","-35,422420501709","-33,5161447525024","-30,7410955429077","-34,109902381897","-33,928644657135","-29,7285795211792","-28,8160681724548","-39,6787285804749","-21,1284518241882","-35,2599143981934","-32,7098727226257","-32,7661275863647","-38,2537126541138","-39,4349813461304","-30,5598497390747","-20,4221844673157","-22,0222115516663"
"-0,417943954467773","-31,5348625183105","-27,6222944259644","-30,5098414421082","-32,434868812561","-32,5036287307739","-31,2973499298096","-27,4160504341125","-26,9410371780395","-27,0410418510437","-26,7285346984863","-23,3347296714783","-24,1472482681274","-35,0099086761475","-33,0661296844482","-30,3410887718201","-33,6723923683166","-33,5348844528198","-29,3598294258118","-28,4285664558411","-39,2287254333496","-20,8159446716309","-34,8036646842957","-32,253623008728","-32,2911262512207","-37,5537037849426","-38,8037204742432","-30,2035927772522","-20,0909376144409","-21,62846326828"
"-0,41594386100769","-31,1661005020142","-27,2535443305969","-30,2035927772522","-32,1161150932312","-32,1348667144775","-30,9785962104797","-27,0910382270813","-26,6097784042358","-26,766037940979","-26,3785362243652","-23,009729385376","-23,8534927368164","-34,6474051475525","-32,7161312103271","-30,0160884857178","-33,2598805427551","-33,1473827362061","-28,9910674095154","-28,078556060791","-38,8787269592285","-20,5096960067749","-34,347403049469","-31,8661093711853","-31,8848609924316","-36,9536876678467","-38,1849646568298","-29,8723340034485","-19,7409272193909","-21,3159561157227"
"-0,413943767547607","-30,828595161438","-26,891040802002","-29,809832572937","-31,6973567008972","-31,7348599433899","-30,5848479270935","-26,6722798347473","-26,2097835540771","-26,3972759246826","-25,9910225868225","-22,6534724235535","-23,5097408294678","-34,2849016189575","-32,3411226272583","-29,5910835266113","-32,797384262085","-32,7036261558533","-28,6473155021667","-27,6785492897034","-38,4474635124207","-20,2159404754639","-33,8973999023437","-31,4348578453064","-31,5036058425903","-36,3036870956421","-37,5537037849426","-29,5410752296448","-19,365918636322","-20,9096908569336"
"-0,411943912506104","-30,4598450660706","-26,4910340309143","-29,5035839080811","-31,3411116600037","-31,3786029815674","-30,1785826683044","-26,3535261154175","-25,8660197257996","-26,0785222053528","-25,6785154342651","-22,3659634590149","-23,1659770011902","-33,8848948478699","-31,9411158561707","-29,2285680770874","-32,4598789215088","-32,3598742485046","-28,2785534858704","-27,366042137146","-38,1287097930908","-19,9034333229065","-33,4973931312561","-31,066107749939","-31,0348510742187","-35,7099175453186","-36,972439289093","-29,2348265647888","-19,0534234046936","-20,5846905708313"
"-0,409943819046021","-30,0785899162292","-26,1347770690918","-29,1598200798035","-30,9848546981812","-30,9473514556885","-29,8160791397095","-25,9410262107849","-25,5035161972046","-25,7847666740417","-25,341010093689","-22,0347166061401","-22,8659749031067","-33,509886264801","-31,541109085083","-28,8660645484924","-32,0036172866821","-31,9723606109619","-27,9160499572754","-27,0160436630249","-37,6974582672119","-19,5784211158752","-33,0161333084106","-30,6348443031311","-30,6598424911499","-35,0661635398865","-36,3661885261536","-28,8660645484924","-18,7284111976624","-20,2409386634827"
"-0,407943725585938","-29,753577709198","-25,816023349762","-28,803563117981","-30,6848406791687","-30,6285977363586","-29,4973254203796","-25,6160140037537","-25,1660108566284","-25,4597663879395","-24,9910116195679","-21,7284560203552","-22,5284695625305","-33,1223845481873","-31,191098690033","-28,5348176956177","-31,6098570823669","-31,6036105155945","-27,6222944259644","-26,6722798347473","-37,3599529266357","-19,3284273147583","-32,6223731040955","-30,2223443984985","-30,2473425865173","-34,4974040985107","-35,8099222183228","-28,5785675048828","-18,4034109115601","-19,8909282684326"
"-0,405943632125855","-29,3660759925842","-25,4410147666931","-28,4348130226135","-30,3035855293274","-30,2410840988159","-29,1098237037659","-25,2410173416138","-24,8285055160522","-25,1535058021545","-24,6597528457642","-21,4722037315369","-22,2347140312195","-32,7473759651184","-30,8161020278931","-28,203558921814","-31,2161087989807","-31,2536001205444","-27,2535443305969","-26,3410329818726","-36,9474411010742","-19,0596699714661","-32,2348713874817","-29,8410773277283","-29,8348307609558","-33,8911414146423","-35,1974129676819","-28,2223105430603","-18,0659055709839","-19,5659279823303"
"-0,403943777084351","-29,097318649292","-25,1785159111023","-28,1598091125488","-30,0035834312439","-29,8848390579224","-28,791069984436","-24,8847603797913","-24,50350522995","-24,853503704071","-24,3347525596619","-21,1409449577332","-21,9534635543823","-32,434868812561","-30,5098414421082","-27,8473019599915","-30,828595161438","-30,8910965919495","-26,9972920417786","-26,0410308837891","-36,609935760498","-18,7471628189087","-31,8411111831665","-29,447329044342","-29,4660806655884","-33,3661317825317","-34,6724033355713","-27,9848098754883","-17,7846431732178","-19,2409157752991"
"-0,401943683624268","-28,7160634994507","-24,7847557067871","-27,8347969055176","-29,6348333358765","-29,5098304748535","-28,441059589386","-24,5472550392151","-24,1597414016724","-24,5472550392151","-24,028491973877","-20,8221912384033","-21,6222047805786","-32,0286154747009","-30,1285862922668","-27,4847984313965","-30,4410934448242","-30,5410981178284","-26,6597867012024","-25,7160186767578","-36,2161755561829","-18,5159087181091","-31,3786029815674","-29,0723204612732","-29,0535688400269","-32,7786326408386","-34,1161489486694","-27,6160478591919","-17,4658894538879","-18,8721656799316"
"-0,399943590164185","-28,4723162651062","-24,5409965515137","-27,5910496711731","-29,3723225593567","-29,2348265647888","-28,1410574913025","-24,2222428321838","-23,8659977912903","-24,2784976959229","-23,7472414970398","-20,6409454345703","-21,3472008705139","-31,7161083221436","-29,8160791397095","-27,1660447120666","-30,1160931587219","-30,1660895347595","-26,3410329818726","-25,4160165786743","-35,9286785125732","-18,2596564292908","-31,0036063194275","-28,7535667419434","-28,7285685539246","-32,2473645210266","-33,634889125824","-27,3472905158997","-17,2346353530884","-18,6284065246582"
