Potencial (V),Negativo,"0,6 ng. mL-1","1,0 ng. mL-1","1,2 ng. mL-1","2,0 ng. mL-1","2,5 ng. mL-1","4,0 ng. mL-1","5,0 ng. mL-1","10,0 ng. mL-1","20,0 ng. mL-1"
"-0,1945","-76,0872","-81,3716","-78,6939","-79,1196","-82,0615","-81,5345","-81,2493","-89,4122","-86,8223","-90,1453"
"-0,196497","-75,8547","-81,0716","-78,3824","-78,7764","-81,7257","-81,1797","-80,8797","-88,8993","-86,3953","-89,6905"
"-0,198493","-75,8054","-80,8959","-78,2264","-78,6527","-81,5689","-80,9764","-80,6885","-88,6054","-86,152","-89,4054"
"-0,20049","-75,6257","-80,6041","-77,9831","-78,4122","-81,2885","-80,6966","-80,4","-88,2304","-85,777","-89,0473"
"-0,202486","-75,4608","-80,3885","-77,7682","-78,1682","-80,9811","-80,3953","-80,0865","-87,8818","-85,4162","-88,6824"
"-0,204483","-75,2682","-80,1426","-77,527","-77,8885","-80,7047","-80,1169","-79,8081","-87,4561","-85,0439","-88,302"
"-0,206479","-75,0601","-79,8899","-77,2574","-77,5912","-80,4203","-79,8135","-79,4926","-87,0007","-84,6777","-87,9041"
"-0,208475","-74,9676","-79,6777","-77,0676","-77,4372","-80,2365","-79,577","-79,2797","-86,6872","-84,4169","-87,5932"
"-0,210472","-74,7919","-79,3966","-76,8304","-77,2169","-79,9682","-79,3264","-79,0243","-86,3426","-84,0818","-87,2628"
"-0,212468","-74,6074","-79,1689","-76,6182","-76,9628","-79,6595","-79,0243","-78,7108","-86,0007","-83,727","-86,9007"
"-0,214465","-74,4426","-78,9662","-76,4155","-76,7331","-79,4345","-78,7932","-78,4818","-85,6311","-83,4189","-86,5696"
"-0,216461","-74,2115","-78,6966","-76,125","-76,4162","-79,1358","-78,4851","-78,1642","-85,1682","-83,05","-86,1669"
"-0,218458","-74,1074","-78,4885","-75,9331","-76,2676","-78,9541","-78,2493","-77,9601","-84,8662","-82,8061","-85,8649"
"-0,220454","-73,9291","-78,2047","-75,7108","-76,0682","-78,7088","-78,0149","-77,723","-84,5473","-82,4959","-85,55"
"-0,22245","-73,7824","-78,0318","-75,5392","-75,8703","-78,4486","-77,777","-77,4716","-84,2723","-82,2041","-85,2514"
"-0,224447","-73,5818","-77,8041","-75,3169","-75,6216","-78,2014","-77,5236","-77,2284","-83,8973","-81,8885","-84,9088"
"-0,226444","-73,3797","-77,5764","-75,0736","-75,3622","-77,9459","-77,275","-76,9622","-83,4919","-81,5804","-84,5588"
"-0,22844","-73,2365","-77,3419","-74,8588","-75,1676","-77,7372","-77,0101","-76,7291","-83,1689","-81,3115","-84,2304"
"-0,230437","-73,0932","-77,1088","-74,6696","-75,0155","-77,5351","-76,8257","-76,548","-82,9027","-81,0608","-83,9662"
"-0,232433","-72,9446","-76,9405","-74,5108","-74,8426","-77,2899","-76,6068","-76,3149","-82,652","-80,7966","-83,6919"
"-0,234429","-72,7426","-76,7108","-74,2959","-74,5986","-77,0486","-76,3615","-76,0757","-82,3027","-80,4932","-83,3554"
"-0,236426","-72,5324","-76,4912","-74,0507","-74,3426","-76,8074","-76,1243","-75,8216","-81,9142","-80,1926","-83,0284"
"-0,238422","-72,4311","-76,3196","-73,8818","-74,2149","-76,6466","-75,9223","-75,6426","-81,6547","-79,9953","-82,7608"
"-0,240419","-72,2655","-76,0561","-73,6777","-74,0534","-76,4385","-75,7223","-75,4486","-81,3811","-79,7385","-82,4865"
"-0,242415","-72,1243","-75,9074","-73,5372","-73,8959","-76,2115","-75,5291","-75,2365","-81,1581","-79,4939","-82,2358"
"-0,244411","-71,9142","-75,6764","-73,3162","-73,6486","-75,9662","-75,2791","-74,9953","-80,8216","-79,1946","-81,9054"
"-0,246408","-71,7493","-75,5155","-73,1291","-73,4581","-75,7764","-75,1095","-74,8054","-80,498","-78,9635","-81,6405"
"-0,248404","-71,6318","-75,3297","-72,9453","-73,3243","-75,6095","-74,8993","-74,6155","-80,2405","-78,7561","-81,3716"
"-0,250401","-71,4561","-75,0622","-72,7311","-73,1547","-75,4054","-74,7027","-74,4236","-79,973","-78,5007","-81,1047"
"-0,252398","-71,3372","-74,9426","-72,6115","-73,0324","-75,1993","-74,5453","-74,2405","-79,7892","-78,298","-80,8892"
"-0,254394","-71,1608","-74,7622","-72,4338","-72,8446","-74,9993","-74,3365","-74,0466","-79,5108","-78,052","-80,6115"
"-0,25639","-70,9703","-74,5689","-72,2257","-72,6277","-74,7905","-74,1493","-73,8385","-79,1764","-77,8047","-80,3351"
"-0,258387","-70,8811","-74,423","-72,073","-72,5216","-74,6547","-73,9811","-73,6777","-78,9574","-77,6372","-80,1068"
"-0,260383","-70,6878","-74,1432","-71,8446","-72,3493","-74,4297","-73,7622","-73,4777","-78,6838","-77,3818","-79,825"
"-0,26238","-70,6135","-74,0703","-71,7804","-72,2851","-74,2757","-73,6682","-73,3493","-78,5574","-77,2304","-79,6743"
"-0,264376","-70,4378","-73,8932","-71,6068","-72,102","-74,075","-73,4716","-73,152","-78,3081","-76,9905","-79,4034"
"-0,266372","-70,273","-73,7331","-71,4216","-71,9264","-73,898","-73,3203","-72,9764","-78,0149","-76,7777","-79,1635"
"-0,268369","-70,1709","-73,5831","-71,2628","-71,8122","-73,7561","-73,1459","-72,8034","-77,7905","-76,6047","-78,9351"
"-0,270365","-70,0392","-73,3649","-71,0959","-71,7047","-73,5973","-73,0027","-72,6689","-77,5926","-76,4182","-78,7236"
"-0,272362","-69,9284","-73,2527","-70,9784","-71,6034","-73,4176","-72,8703","-72,5081","-77,4432","-76,2439","-78,5432"
"-0,274358","-69,777","-73,1014","-70,8297","-71,4514","-73,2297","-72,7007","-72,327","-77,2216","-76,0264","-78,3034"
"-0,276355","-69,6","-72,9338","-70,6378","-71,2669","-73,0527","-72,5459","-72,1493","-76,9318","-75,8135","-78,0608"
"-0,278351","-69,5534","-72,848","-70,5432","-71,2236","-72,9784","-72,4385","-72,0399","-76,7709","-75,7054","-77,8973"
"-0,280348","-69,4169","-72,6291","-70,3676","-71,1074","-72,8115","-72,2865","-71,8939","-76,5757","-75,5162","-77,6777"
"-0,282344","-69,3081","-72,5162","-70,2669","-71,0142","-72,6358","-72,1635","-71,7473","-76,4358","-75,3419","-77,5074"
"-0,284341","-69,1689","-72,3851","-70,1392","-70,8818","-72,4709","-72,0095","-71,5824","-76,2493","-75,1581","-77,2878"
"-0,286337","-69,0473","-72,273","-70,0007","-70,7608","-72,3534","-71,9236","-71,4628","-76,0264","-75,0027","-77,1095"
"-0,288333","-68,9696","-72,1628","-69,8791","-70,6777","-72,2338","-71,7878","-71,3162","-75,8385","-74,8736","-76,923"
"-0,29033","-68,8716","-71,9878","-69,7493","-70,6095","-72,1182","-71,6764","-71,2095","-75,6865","-74,7203","-76,7466"
"-0,292326","-68,7405","-71,8385","-69,6236","-70,4959","-71,9203","-71,5419","-71,0419","-75,5338","-74,527","-76,5568"
"-0,294323","-68,6412","-71,7601","-69,5365","-70,4209","-71,8007","-71,4304","-70,9182","-75,4014","-74,3838","-76,3872"
"-0,296319","-68,525","-71,6568","-69,4149","-70,3095","-71,6811","-71,3486","-70,8027","-75,1878","-74,2311","-76,2176"
"-0,298316","-68,4581","-71,5622","-69,3034","-70,2439","-71,5865","-71,2432","-70,6709","-75,0257","-74,1115","-76,0473"
"-0,300312","-68,3655","-71,3878","-69,1757","-70,1878","-71,4818","-71,1372","-70,5743","-74,8905","-73,9784","-75,8858"
"-0,302309","-68,2716","-71,2838","-69,0932","-70,1203","-71,3345","-71,0514","-70,4547","-74,7831","-73,8439","-75,7554"
"-0,304305","-68,1628","-71,1878","-68,9986","-70,0284","-71,1946","-70,9318","-70,3081","-74,6547","-73,6838","-75,5709"
"-0,306302","-68,0824","-71,1209","-68,9142","-69,9662","-71,1291","-70,9054","-70,2419","-74,4953","-73,5831","-75,4493"
"-0,308298","-67,9932","-71,0034","-68,7824","-69,8804","-71,0196","-70,7716","-70,0892","-74,3128","-73,4554","-75,2689"
"-0,310294","-67,9662","-70,9034","-68,7264","-69,8926","-70,9804","-70,7399","-70,05","-74,2514","-73,3953","-75,177"
"-0,312291","-67,8568","-70,7845","-68,6358","-69,8122","-70,8277","-70,6581","-69,9284","-74,1412","-73,2554","-75,0378"
"-0,314287","-67,7385","-70,6912","-68,5365","-69,7054","-70,6912","-70,5311","-69,7804","-74,0155","-73,1014","-74,8628"
"-0,316284","-67,673","-70,6486","-68,4689","-69,6561","-70,6459","-70,5243","-69,7351","-73,8838","-73,0189","-74,7649"
"-0,31828","-67,6419","-70,6034","-68,4088","-69,6203","-70,5885","-70,4642","-69,6547","-73,7649","-72,95","-74,652"
"-0,320277","-67,5838","-70,4838","-68,3223","-69,5919","-70,523","-70,398","-69,5905","-73,6784","-72,8682","-74,5338"
"-0,322273","-67,5193","-70,4095","-68,2682","-69,5372","-70,4169","-70,3541","-69,5142","-73,6209","-72,775","-74,4473"
"-0,324269","-67,3955","-70,3041","-68,1696","-69,4446","-70,2669","-70,2541","-69,3534","-73,5","-72,6243","-74,277"
"-0,326266","-67,377","-70,2939","-68,1486","-69,448","-70,2588","-70,2797","-69,3635","-73,427","-72,5986","-74,2372"
"-0,328263","-67,3374","-70,2696","-68,0851","-69,4074","-70,2068","-70,2216","-69,275","-73,3169","-72,5345","-74,127"
"-0,330259","-67,3103","-70,1818","-68,0257","-69,4209","-70,1804","-70,1939","-69,2439","-73,2615","-72,4993","-74,048"
"-0,332256","-67,2434","-70,1074","-67,9696","-69,3709","-70,073","-70,1608","-69,1797","-73,1926","-72,4149","-73,9764"
"-0,334252","-67,1482","-70,0385","-67,9122","-69,3169","-69,9554","-70,1088","-69,0561","-73,1351","-72,3047","-73,8453"
"-0,336248","-67,1345","-70,027","-67,8932","-69,3223","-69,9595","-70,1203","-69,0709","-73,0743","-72,2932","-73,8135"
"-0,338245","-67,1222","-70,0419","-67,8581","-69,3466","-69,9412","-70,1027","-69,0277","-72,9939","-72,2723","-73,7486"
"-0,340241","-67,0913","-69,9527","-67,8047","-69,3642","-69,9061","-70,0818","-68,9946","-72,9446","-72,2338","-73,6757"
"-0,342238","-67,0647","-69,9345","-67,8068","-69,3818","-69,8507","-70,0534","-68,9682","-72,9351","-72,2223","-73,6615"
"-0,344234","-67,0084","-69,8959","-67,7655","-69,3831","-69,7716","-70,0426","-68,898","-72,9135","-72,1615","-73,5743"
"-0,34623","-66,991","-69,9047","-67,7514","-69,3703","-69,7784","-70,077","-68,9095","-72,8655","-72,1419","-73,5595"
"-0,348227","-66,9931","-69,9074","-67,7203","-69,3818","-69,7696","-70,0851","-68,8791","-72,7959","-72,1419","-73,5236"
"-0,350223","-67,0207","-69,8946","-67,7304","-69,4446","-69,7872","-70,1088","-68,9182","-72,823","-72,1804","-73,5243"
"-0,35222","-66,9795","-69,85","-67,7122","-69,4554","-69,7554","-70,1216","-68,9101","-72,8223","-72,1655","-73,5135"
"-0,354217","-66,9452","-69,8426","-67,7054","-69,452","-69,6912","-70,0865","-68,8459","-72,8182","-72,125","-73,4635"
"-0,356213","-66,94","-69,8412","-67,6872","-69,4554","-69,6892","-70,1284","-68,8588","-72,7777","-72,1392","-73,4507"
"-0,358209","-66,9651","-69,9081","-67,7162","-69,5311","-69,7392","-70,1939","-68,8932","-72,7662","-72,1953","-73,4865"
"-0,360206","-67,0058","-69,902","-67,7385","-69,6142","-69,7926","-70,2277","-68,9351","-72,8047","-72,2507","-73,5095"
"-0,362202","-66,9961","-69,8723","-67,7345","-69,652","-69,7615","-70,2723","-68,9554","-72,8257","-72,2601","-73,5318"
"-0,364199","-66,9736","-69,8784","-67,7473","-69,6669","-69,7101","-70,2574","-68,9405","-72,8541","-72,2588","-73,5291"
"-0,366195","-66,9897","-69,9304","-67,7845","-69,7277","-69,7385","-70,3439","-68,9797","-72,8716","-72,3149","-73,5649"
"-0,368191","-67,0109","-69,9804","-67,7986","-69,7797","-69,7534","-70,3865","-69,0047","-72,8696","-72,3743","-73,6007"
"-0,370188","-67,0761","-70,0196","-67,8649","-69,9155","-69,8108","-70,4649","-69,0912","-72,927","-72,4953","-73,6845"
"-0,372184","-67,0739","-69,9777","-67,8561","-69,9426","-69,7986","-70,4973","-69,1203","-72,9541","-72,5135","-73,7162"
"-0,374181","-67,0786","-70,048","-67,9264","-70,0149","-69,8088","-70,5405","-69,1324","-73,0419","-72,5689","-73,7736"
"-0,376177","-67,1184","-70,1041","-67,9635","-70,0757","-69,8588","-70,6297","-69,2108","-73,073","-72,6399","-73,8338"
"-0,378174","-67,1531","-70,1608","-67,9926","-70,1311","-69,8959","-70,6878","-69,2628","-73,073","-72,7162","-73,9081"
"-0,38017","-67,2607","-70,2264","-68,075","-70,2811","-70,0189","-70,777","-69,3615","-73,1608","-72,8669","-74,0142"
"-0,382167","-67,293","-70,2351","-68,1243","-70,3649","-70,0419","-70,8622","-69,452","-73,2426","-72,9507","-74,1176"
"-0,384163","-67,3274","-70,3054","-68,2088","-70,4331","-70,0736","-70,9095","-69,4912","-73,3392","-73,0203","-74,1993"
"-0,38616","-67,3597","-70,3858","-68,2689","-70,5108","-70,1473","-71,0135","-69,5885","-73,3973","-73,1223","-74,3014"
"-0,388156","-67,3947","-70,4196","-68,2831","-70,5385","-70,1777","-71,0527","-69,6196","-73,3872","-73,1878","-74,3635"
"-0,390152","-67,5416","-70,5568","-68,4358","-70,752","-70,3635","-71,2047","-69,7926","-73,5385","-73,4081","-74,5473"
"-0,392149","-67,5736","-70,5588","-68,475","-70,8243","-70,4007","-71,2845","-69,8953","-73,6189","-73,502","-74,6628"
"-0,394145","-67,6345","-70,648","-68,5818","-70,9108","-70,4399","-71,3459","-69,9453","-73,7351","-73,6","-74,777"
"-0,396142","-67,6851","-70,7412","-68,673","-71,0081","-70,5432","-71,4534","-70,0541","-73,8115","-73,7203","-74,8986"
"-0,398138","-67,7419","-70,8311","-68,7304","-71,0811","-70,6297","-71,5392","-70,1473","-73,8257","-73,8351","-75,0189"
"-0,400135","-67,8804","-70,9318","-68,8581","-71,2507","-70,7845","-71,648","-70,2831","-73,9554","-74,0284","-75,1791"
"-0,402131","-67,9459","-70,9662","-68,9392","-71,3561","-70,873","-71,7541","-70,4257","-74,0682","-74,1581","-75,3378"
"-0,404127","-67,9905","-71,0419","-69,0318","-71,4155","-70,9041","-71,7973","-70,473","-74,1635","-74,2392","-75,4466"
"-0,406124","-68,0912","-71,1804","-69,1655","-71,5486","-71,048","-71,9372","-70,6236","-74,2872","-74,4088","-75,6176"
"-0,408121","-68,1628","-71,273","-69,2338","-71,623","-71,1412","-72,0277","-70,7351","-74,3095","-74,5311","-75,7547"
"-0,410117","-68,2939","-71,3696","-69,3554","-71,7743","-71,2953","-72,1182","-70,8608","-74,427","-74,7155","-75,9128"
"-0,412113","-68,3689","-71,4068","-69,4399","-71,8804","-71,3865","-72,223","-71,0047","-74,5378","-74,848","-76,077"
"-0,41411","-68,4622","-71,5264","-69,5905","-71,9892","-71,4568","-72,3047","-71,098","-74,6791","-74,9716","-76,2338"
"-0,416106","-68,5412","-71,6392","-69,7041","-72,0885","-71,5926","-72,4115","-71,2216","-74,7764","-75,1169","-76,3838"
"-0,418103","-68,6318","-71,7568","-69,7905","-72,1736","-71,7162","-72,5155","-71,3534","-74,8128","-75,2608","-76,5412"
"-0,420099","-68,748","-71,8324","-69,9014","-72,2959","-71,8486","-72,5743","-71,4628","-74,9007","-75,4128","-76,6824"
"-0,422096","-68,8682","-71,9142","-70,0277","-72,4412","-71,9764","-72,7081","-71,6378","-75,0412","-75,5791","-76,8824"
"-0,424092","-68,9791","-72,0378","-70,1764","-72,5574","-72,075","-72,7973","-71,7453","-75,1865","-75,7101","-77,05"
"-0,426088","-69,052","-72,15","-70,2993","-72,648","-72,1946","-72,8878","-71,8541","-75,2818","-75,8345","-77,1926"
"-0,428085","-69,1486","-72,2689","-70,4007","-72,7358","-72,3203","-72,9926","-71,9865","-75,3209","-75,9736","-77,3561"
"-0,430081","-69,2959","-72,3777","-70,5304","-72,8743","-72,4838","-73,0669","-72,1101","-75,4189","-76,1378","-77,5108"
"-0,432078","-69,3878","-72,4223","-70,6257","-72,9743","-72,5885","-73,1595","-72,2486","-75,5182","-76,2703","-77,6764"
"-0,434074","-69,5162","-72,5622","-70,8068","-73,1027","-72,6878","-73,2601","-72,3703","-75,6777","-76,4108","-77,8662"
"-0,436071","-69,577","-72,6547","-70,9041","-73,1709","-72,7885","-73,3203","-72,4527","-75,7541","-76,502","-77,9811"
"-0,438067","-69,7054","-72,8074","-71,0338","-73,2858","-72,9432","-73,4541","-72,6095","-75,8122","-76,6608","-78,1682"
"-0,440064","-69,8426","-72,9047","-71,1514","-73,4088","-73,0878","-73,5122","-72,7","-75,8939","-76,8007","-78,3115"
"-0,44206","-69,9358","-72,9405","-71,2426","-73,5027","-73,1845","-73,5851","-72,8236","-75,9831","-76,9088","-78,4561"
"-0,444057","-70,0669","-73,0818","-71,4095","-73,625","-73,2818","-73,6905","-72,9412","-76,1243","-77,0385","-78,6358"
"-0,446053","-70,1608","-73,2034","-71,5412","-73,7176","-73,4034","-73,7649","-73,0318","-76,2291","-77,1459","-78,7824"
"-0,448049","-70,2696","-73,3331","-71,6459","-73,8095","-73,5331","-73,8709","-73,1595","-76,2676","-77,2703","-78,9453"
"-0,450046","-70,4196","-73,4405","-71,7696","-73,9345","-73,6669","-73,9372","-73,2486","-76,3358","-77,4034","-79,0872"
"-0,452042","-70,4824","-73,4358","-71,8236","-73,9872","-73,727","-73,9676","-73,3223","-76,3824","-77,4642","-79,1926"
"-0,454039","-70,6534","-73,6068","-72,0196","-74,1459","-73,8466","-74,1","-73,4547","-76,5574","-77,6209","-79,4047"
"-0,456035","-70,7358","-73,7162","-72,1412","-74,2264","-73,9453","-74,1642","-73,5149","-76,6439","-77,6966","-79,5243"
"-0,458032","-70,8473","-73,8351","-72,2399","-74,3095","-74,0649","-74,2669","-73,6297","-76,6723","-77,8034","-79,673"
"-0,460028","-70,9885","-73,9345","-72,3581","-74,4169","-74,1845","-74,3115","-73,6939","-76,7277","-77,9149","-79,8041"
"-0,462025","-71,0953","-73,975","-72,4378","-74,5047","-74,2757","-74,3824","-73,7865","-76,8068","-78,0088","-79,9331"
"-0,464021","-71,2385","-74,1115","-72,6054","-74,6284","-74,3642","-74,4858","-73,902","-76,9399","-78,1135","-80,1101"
"-0,466018","-71,3365","-74,2189","-72,7203","-74,7135","-74,4527","-74,5432","-73,9392","-77,0351","-78,1905","-80,2264"
"-0,468014","-71,4338","-74,3236","-72,8054","-74,7845","-74,5534","-74,6358","-74,0277","-77,05","-78,2682","-80,3595"
"-0,47001","-71,602","-74,4541","-72,9351","-74,9128","-74,6899","-74,7149","-74,1081","-77,1115","-78,3865","-80,5014"
"-0,472007","-71,6872","-74,4527","-72,9784","-74,9682","-74,7439","-74,7446","-74,1581","-77,1547","-78,4392","-80,5905"
"-0,474003","-71,8284","-74,5764","-73,1311","-75,0797","-74,8135","-74,8446","-74,2486","-77,2811","-78,5345","-80,7615"
"-0,476","-71,9264","-74,6892","-73,2507","-75,1568","-74,898","-74,9054","-74,2777","-77,3723","-78,5926","-80,8635"
"-0,477996","-72,0439","-74,8014","-73,3392","-75,2399","-74,9993","-75,0169","-74,3743","-77,4047","-78,6757",-81
"-0,479993","-72,1899","-74,898","-73,4385","-75,3399","-75,1047","-75,0615","-74,4196","-77,4372","-78,7615","-81,1074"
"-0,481989","-72,2912","-74,9169","-73,4959","-75,4169","-75,1703","-75,1135","-74,4709","-77,4926","-78,8182","-81,2047"
"-0,483985","-72,4","-74,9946","-73,6034","-75,4905","-75,2034","-75,1804","-74,527","-77,5764","-78,8736","-81,3284"
"-0,485982","-72,5236","-75,1318","-73,7432","-75,5959","-75,302","-75,2635","-74,5743","-77,6946","-78,9493","-81,4493"
"-0,487979","-72,6378","-75,2399","-73,8216","-75,6777","-75,3973","-75,3784","-74,6568","-77,723","-79,0243","-81,5764"
"-0,489975","-72,7676","-75,325","-73,9","-75,7601","-75,4838","-75,4203","-74,6858","-77,7378","-79,0885","-81,6669"
"-0,491971","-72,8554","-75,3216","-73,9311","-75,8203","-75,5311","-75,4486","-74,7149","-77,7743","-79,1264","-81,7385"
"-0,493968","-72,9926","-75,4264","-74,0588","-75,925","-75,5845","-75,5541","-74,7966","-77,8885","-79,2034","-81,8824"
"-0,495964","-73,0818","-75,523","-74,1574","-76,0101","-75,6365","-75,6095","-74,8014","-77,975","-79,2392","-81,9655"
