,Potencial (V),Paciente A (1),Paciente A (2),Paciente A (3),Paciente B (1),Paciente B (2),Paciente B (3),Paciente C (1),Paciente C (2),Paciente C (3),Paciente D (1),Paciente D (2),Paciente E (1),Paciente E(2),Paciente E (3),Paciente F (1),Paciente F (2),Paciente F (3),Paciente G (1),Paciente G (2),Paciente G (3),Paciente H (1),Paciente H (2),Paciente H (3),Paciente I (1),Paciente I (2),Paciente I (3)
248,-0.004837479,-5.143053532,-4.871137142,-3.044631481,-4.65232,-2.35615,-3.55734,-2.013733387,-0.150606632,-0.994734764,-2.12818,-3.55734,-3.33028,-1.35821,-3.38796,1.960873842,-0.267190933,-0.624697208,-3.915691376,-5.065703392,-1.980967522,-7.634496689,-7.690739632,-6.615722179,-4.98445,-3.54349,-3.62412
249,-0.002841059,-5.143969059,-4.852826595,-3.048295975,-4.64408,-2.37354,-3.56008,-2.002747059,-0.163424015,-1.043260098,-2.13001,-3.56741,-3.32479,-1.32891,-3.36141,2.209720612,-0.132188797,-0.473444462,-3.599117994,-4.853200912,-1.828465462,-7.434487343,-7.496988773,-6.446969509,-4.84695,-3.37286,-3.44162
250,-0.000844639,-4.987411499,-4.693522453,-2.890822887,-4.44449,-2.18036,-3.38338,-1.801328659,0.0050354,-0.883040428,-1.9762,-3.43923,-3.17098,-1.14031,-3.17372,2.333474159,-0.024063587,-0.382819176,-3.442239761,-4.746937752,-1.710338593,-7.253241539,-7.384490967,-6.359469891,-4.6782,-3.24411,-3.28974
251,0.001151781,-4.869306087,-4.584572315,-2.776379585,-4.29526,-2.05859,-3.24514,-1.6548419,0.125887394,-0.79148531,-1.85626,-3.35042,-3.06111,-0.9929,-3.02541,2.476599216,0.124688148,-0.249066353,-3.284113407,-4.540705681,-1.560336351,-7.115733624,-7.22823143,-6.196975708,-4.48444,-3.09348,-3.11786
252,0.0031482,-4.752116203,-4.460060596,-2.672007084,-4.14786,-1.92218,-3.11421,-1.505608559,0.238499641,-0.699014664,-1.76196,-3.25521,-2.95125,-0.8455,-2.87983,2.597851753,0.234692097,-0.127813816,-3.110359907,-4.346942902,-1.406583786,-6.909477711,-7.096982002,-6.040716171,-4.34694,-2.95973,-2.92723
253,0.00514462,-4.57267046,-4.282443523,-2.493476868,-3.91531,-1.71801,-2.90822,-1.280384064,0.428016186,-0.528724194,-1.58709,-3.10323,-2.75807,-0.62486,-2.65919,2.775354385,0.366568565,0.028438568,-2.870981693,-4.146933556,-1.244707108,-6.696975231,-6.928229332,-5.896961689,-4.15945,-2.77973,-2.72785
254,0.00714104,-4.482033253,-4.175326824,-2.407414913,-3.79904,-1.61639,-2.80201,-1.167771816,0.51956892,-0.472877026,-1.4992,-3.03365,-2.67201,-0.49943,-2.53193,2.922232151,0.503444672,0.160939693,-2.676603794,-3.965687752,-1.096580029,-6.540727615,-6.778228283,-5.753219128,-3.99694,-2.62598,-2.56098
255,0.009137459,-4.333715439,-4.037079811,-2.275578976,-3.61593,-1.46807,-2.64088,-0.991988182,0.656900406,-0.350193977,-1.36919,-2.91829,-2.53834,-0.31998,-2.36622,3.107235432,0.752105236,0.299067497,-2.435350418,-3.765678406,-0.894701481,-6.328225136,-6.590723991,-5.571961403,-3.73412,-2.43035,-2.33785
256,0.011133878,-4.165256023,-3.864042759,-2.111697197,-3.41543,-1.28313,-2.45686,-0.77409029,0.829937458,-0.2064538,-1.2044,-2.7892,-2.38086,-0.1149,-2.16297,3.272237778,0.859544277,0.458443165,-2.185345888,-3.497866392,-0.712198019,-6.078219414,-6.421971321,-5.434465408,-3.56412,-2.24722,-2.12597
257,0.013130299,-4.056305885,-3.742275238,-2.00915575,-3.26802,-1.16136,-2.32593,-0.624856949,0.936141014,-0.124971867,-1.09361,-2.70039,-2.27283,0.042572,-2.00275,3.498489857,1.044172287,0.627195835,-1.930341721,-3.259737492,-0.510320663,-5.840718746,-6.209468842,-5.278205872,-3.35599,-2.04097,-1.86722
258,0.015127118,-3.837492466,-3.533532619,-1.802244186,-3.00343,-0.92058,-2.08514,-0.358433723,1.165025234,0.059967041,-0.88945,-2.53559,-2.06775,0.306249,-1.74731,3.655993938,1.175924301,0.845106602,-1.682213545,-3.065359592,-0.325942039,-5.621957779,-6.059467793,-5.140709877,-3.15536,-1.85534,-1.66659
259,0.017123537,-3.677272797,-3.370566368,-1.659419537,-2.81666,-0.75578,-1.90661,-0.153353214,1.327075958,0.188143253,-0.73747,-2.40741,-1.91852,0.510414,-1.54955,3.892872334,1.367427111,1.025234461,-1.37595892,-2.810355425,-0.095939636,-5.396962166,-5.85321188,-4.953205585,-2.92911,-1.61409,-1.38908
260,0.019119957,-3.485007286,-3.164567947,-1.45891428,-2.5658,-0.53147,-1.68139,0.099337101,1.522088051,0.36301136,-0.5452,-2.24445,-1.729,0.760357,-1.31792,4.113500118,1.549367428,1.184549332,-1.07282877,-2.53847599,0.14343977,-5.115699768,-5.653214455,-4.709458351,-2.68473,-1.40846,-1.12095
261,0.021116378,-3.346760273,-3.022658825,-1.340811253,-2.40375,-0.39231,-1.53124,0.275120735,1.657588482,0.456397533,-0.40879,-2.14283,-1.59991,0.952621,-1.12383,4.352879524,1.765433311,1.403115273,-0.736573935,-2.249096632,0.395319462,-4.834449291,-5.446958542,-4.490685463,-2.42347,-1.1447,-0.832826
262,0.023112796,-3.146257401,-2.816662788,-1.151292324,-2.14466,-0.17166,-1.30236,0.537879467,1.8562603,0.628519058,-0.21744,-1.99634,-1.41497,1.207142,-0.87389,4.589133263,1.901435375,1.576305389,-0.412819386,-1.969717741,0.640323162,-4.515695572,-5.25945425,-4.315686226,-2.16347,-0.904076,-0.558447
263,0.025109217,-2.894484997,-2.565803528,-0.905013084,-1.85351,0.113986,-1.01579,0.857403278,2.108948231,0.84641695,0.024261,-1.78576,-1.17785,1.523004,-0.57359,4.837260246,2.160971165,1.800871372,-0.029063225,-1.648463011,0.915951729,-4.190683365,-5.003201962,-4.078197479,-1.86784,-0.631572,-0.234067
264,0.027105635,-2.647287846,-2.314946651,-0.666971207,-1.56146,0.363927,-0.73655,1.168687344,2.352483273,1.051499844,0.276036,-1.59258,-0.94255,1.834288,-0.27512,5.106015205,2.352223396,1.947310925,0.335941315,-1.325957775,1.19533062,-3.921937943,-4.778194427,-3.815674782,-1.57096,-0.380943,0.0784397
265,0.029102055,-2.443122864,-2.101624012,-0.473792553,-1.32433,0.582743,-0.51408,1.430532932,2.555732727,1.213550568,0.47837,-1.43603,-0.74479,2.105286,-0.01877,5.420396328,2.585976124,2.279722691,0.744073391,-0.947202444,1.51471138,-3.565692902,-4.459452629,-3.565692902,-1.24158,-0.0596881,0.425944
266,0.031098476,-2.23803997,-1.889219284,-0.280613899,-1.06249,0.811627,-0.2678,1.71343565,2.769055367,1.38292551,0.686197,-1.27123,-0.5452,2.39002,0.254979,5.697274208,2.812855244,2.479100227,1.142830849,-0.593446493,1.818466187,-3.228187561,-4.259443283,-3.243486881,-0.910952,0.205317,0.77595
267,0.033094894,-1.974365711,-1.613640785,-0.033416748,-0.74662,1.092699,0.034332,2.051270008,3.030898571,1.609978676,0.943465,-1.07256,-0.29801,2.72877,0.575418,6.035404205,3.069734573,2.736604214,1.590337753,-0.192816257,2.152221203,-2.712854147,-3.965687752,-2.976608276,-0.559696,0.553446,1.1422
268,0.035091314,-1.679561138,-1.305103302,0.253148079,-0.38682,1.417716,0.376744,2.431221008,3.331196308,1.8663311,1.236439,-0.83543,-0.01602,3.094988,0.946212,6.339159012,3.318488598,3.01035881,2.054092884,0.222816467,2.507851124,-2.355973721,-3.640675545,-2.692228556,-0.189066,0.890326,1.53409
269,0.037087735,-1.395742893,-1.013960838,0.52323103,-0.05814,1.721675,0.688944,2.796521187,3.611352444,2.087891102,1.520257,-0.60746,0.247655,3.463035,1.295948,6.694164276,3.605992794,3.303487301,2.554101944,0.659072399,2.899105549,-1.955342293,-3.303170204,-2.373473644,0.191565,1.25783,1.96097
270,0.039084155,-1.077134609,-0.687112808,0.833599567,0.329137,2.065918,1.056993,3.214008808,3.937284946,2.368047237,1.843443,-0.35111,0.558939,3.871367,1.67773,7.0591712,3.899121284,3.583493233,3.057234287,1.112828255,3.270361423,-1.528460979,-2.927857637,-2.084094286,0.58907,1.61784,2.37035
271,0.041080974,-0.816204548,-0.420691967,1.065232754,0.625772,2.330511,1.343558,3.548181057,4.181735516,2.550239563,2.105286,-0.1561,0.796063,4.22385,2.00824,7.446675301,4.19662714,3.92162323,3.607242107,1.602835655,3.687868118,-1.067829132,-2.571601868,-1.72721386,1.0297,2.01784,2.86223
272,0.043077394,-0.452735424,-0.040740967,1.420462132,1.065233,2.739758,1.765621,4.019684792,4.545204639,2.879834175,2.460518,0.13962,1.143053,4.681621,2.455025,7.814807892,4.502255917,4.24475193,4.162876606,2.075343132,4.102876186,-0.597821474,-2.241597176,-1.405334473,1.47096,2.39035,3.31224
273,0.045073811,-0.112154484,0.307164192,1.742732525,1.463492,3.115129,2.156558,4.459145069,4.876630306,3.167314529,2.806592,0.403297,1.466238,5.125659,2.878919,8.261063099,4.877262115,4.595382214,4.779136181,2.623476982,4.562256336,-0.097813606,-1.844091415,-1.002203226,1.95972,2.86661,3.82662
274,0.047070231,0.253148079,0.6935215,2.099792957,1.903868,3.503318,2.569466,4.940719604,5.245594978,3.472189903,3.173723,0.700846,1.816893,5.596247,3.332112,8.664820194,5.189142227,4.917888641,5.35476923,3.109734058,5.016639233,0.417819023,-1.501585245,-0.627197027,2.42097,3.29661,4.32913
275,0.049066652,0.672464371,1.12840414,2.502632141,2.379949,3.956511,3.046463,5.482718945,5.663080215,3.82925272,3.595788,1.029527,2.21149,6.121767,3.829253,9.140453339,5.561647415,5.304143429,6.036653519,3.677868843,5.540397167,0.974702835,-1.079704762,-0.197815895,2.95598,3.79162,4.88414
276,0.051063072,1.035020351,1.507439613,2.838635445,2.795606,4.344702,3.452048,5.945067406,6.012816429,4.113984108,3.964751,1.312428,2.541084,6.594186,4.275119,9.609210491,5.943527222,5.698523521,6.702914238,4.251627922,6.046030521,1.556587219,-0.638448,0.205316544,3.48912,4.261,5.46977
277,0.053059492,1.462576389,1.94231987,3.235981464,3.297322,4.796064,3.932707,6.486153603,6.424810886,4.465553761,4.3859,1.643856,2.937515,7.134356,4.793317,10.12859344,6.342909336,6.11978054,7.417926788,4.86913681,6.595413685,2.17284441,-0.158441067,0.697197914,4.06475,4.81664,6.10041
278,0.055055909,1.907529831,2.407414913,3.665368557,3.823757,5.277638,4.447241,7.063858509,6.867933273,4.852826595,4.834516,2.002747,3.364158,7.698328,5.342641,10.61609983,6.749165058,6.552288532,8.144187927,5.466020107,7.141671181,2.767853737,0.278441906,1.154079437,4.64476,5.33102,6.67479
279,0.057052329,2.375371456,2.889904976,4.108490944,4.361181,5.774777,4.961777,7.658960819,7.321126461,5.24834156,5.303273,2.377203,3.808193,8.287022,5.901122,11.17735863,7.195422649,7.024793625,8.914198875,6.139156818,7.755432129,3.457241058,0.820949078,1.680963039,5.27477,5.9154,7.35667
280,0.05904875,2.920119762,3.452048302,4.643168449,4.992905,6.357062,5.573359,8.348362446,7.860379219,5.719845295,5.847104,2.82124,4.326391,8.959944,6.546578,11.7348671,7.660429478,7.482302189,9.690461159,6.812915802,8.374190331,4.127249718,1.33595705,2.188470364,5.92103,6.51479,8.01606
281,0.06104517,3.343098164,3.894255161,5.028610229,5.475395,6.792858,6.050355,8.900434971,8.26413393,6.047608852,6.275578,3.145342,4.720073,9.519341,7.06569,12.32424974,8.152937889,7.992310524,10.54359913,7.546052933,9.032950401,4.866635799,1.909091473,2.754104137,6.60291,7.13417,8.75607
282,0.06304159,3.900663853,4.467384815,5.559625626,6.112611,7.380636,6.669261,9.598991871,8.801555634,6.513619423,6.826735,3.598535,5.238271,10.20234,7.72671,12.92926073,8.616068363,8.475441933,11.37673616,8.267314434,9.680459499,5.575397015,2.484099865,3.3172369,7.28042,7.75981,9.46608
283,0.06503801,4.480202198,5.070724487,6.121766567,6.785533,7.992218,7.331197,10.34058094,9.365530014,7.032730579,7.404439,4.059968,5.792172,10.91829,8.416114,13.57052088,9.145452976,9.046700001,12.2892499,9.050450325,10.39922237,6.379160881,3.104109764,3.945372105,8.00544,8.47044,10.2405
284,0.067034826,5.070724487,5.67864418,6.695811749,7.481346,8.612955,7.991302,11.09682083,9.943237305,7.527122498,8.002288,4.547036,6.361639,11.65713,9.121079,14.24615622,9.683585167,9.611084461,13.18926334,9.827961922,11.13048315,7.177922726,3.745994568,4.579131603,8.76545,9.18608,11.0555
285,0.069031246,5.696954727,6.336004734,7.308309078,8.20096,9.270313,8.693523,11.88601494,10.55848122,8.063631058,8.638589,5.061569,6.967728,12.43992,9.861753,14.9430418,10.28172016,10.22359371,14.18678045,10.67422628,11.90737009,8.025434017,4.449131489,5.265393257,9.55796,9.92421,11.8886
286,0.071027666,6.295719147,6.961319447,7.883267403,8.900435,9.891965,9.37377,12.6614809,11.13801956,8.566262722,9.242847,5.554132,7.529869,13.19341,10.57679,15.63055038,10.84735394,10.80797672,15.16242027,11.52798891,12.67925739,8.902947903,5.109140873,5.947277546,10.3723,10.6736,12.733
287,0.073024087,6.961319447,7.658960819,8.5186553,9.674067,10.58137,10.13,13.50835323,11.78347588,9.141221046,9.910276,6.100709,8.169832,14.01282,11.36141,16.39681339,11.46673679,11.46361351,16.22931004,12.40800142,13.50989342,9.807963371,5.865402222,6.676664352,11.2342,11.4774,13.6374
288,0.075020507,7.681849003,8.396887779,9.226367474,10.5182,11.33028,10.94118,14.41931725,12.47928619,9.772946835,10.62715,6.691234,8.859236,14.89082,12.21195,17.14713573,12.08049774,12.10424662,17.28463173,13.32864046,14.32365656,10.73172569,6.624164581,7.41230011,12.0905,12.318,14.5524
289,0.077016927,8.371253014,9.117417336,9.899289608,11.31289,12.04257,11.70199,15.29091358,13.15220833,10.34973621,11.32753,7.261615,9.522088,15.74868,13.02037,17.95964241,12.77050734,12.81113386,18.36590767,14.29240704,15.23429632,11.72049046,7.450425625,8.227312565,13.0193,13.193,15.5055
290,0.079013348,9.157702923,9.937744141,10.66376686,12.23117,12.87297,12.59464,16.27695084,13.91485691,11.044631,12.11856,7.9263,10.28473,16.70176,13.93591,18.75340939,13.42051744,13.49926949,19.45967674,15.23179531,16.10993385,12.67863035,8.23543787,8.991074562,13.9224,14.0499,16.4624
291,0.081009768,9.9157691,10.72419167,11.39802933,13.10918,13.64843,13.44152,17.22087383,14.64545727,11.68184757,12.8867,8.550699,10.99885,17.62005,14.81941,19.6034193,14.15552855,14.24678087,20.59719563,16.25181198,17.07837582,13.73427153,9.081075191,9.869213104,14.9287,14.9774,17.4784
292,0.083006188,10.72693825,11.5756464,12.19363689,14.06409,14.49622,14.37263,18.24444771,15.44197559,12.38773346,13.71161,9.230945,11.78805,18.61433,15.76425,20.44093609,14.85678911,15.01054287,21.77846432,17.3158884,18.00963879,14.81366396,9.944214821,10.75047731,15.9031,15.9174,18.5159
293,0.085002609,11.56466007,12.45090485,13.02128792,15.02907,15.36507,15.31289,19.29915428,16.24765396,13.11650276,14.54566,9.940491,12.59373,19.62509,16.74205,21.36595249,15.64930201,15.83617926,23.05972576,18.34714413,19.04091835,15.93805552,10.8917284,11.71174049,16.9721,16.9471,19.6284
294,0.086999021,12.43076324,13.35637569,13.87456894,16.05081,16.27512,16.28794,20.37857533,17.0991087,13.86632919,15.41909,10.6656,13.43511,20.67338,17.74548,22.25346565,16.42306328,16.62838459,24.2972374,19.40968037,20.04094124,17.05963612,11.79174185,12.63237953,17.9847,17.9409,20.716
295,0.088995442,13.35729122,14.31494713,14.78095531,17.12657,17.23644,17.32067,21.51659489,17.99084663,14.66468334,16.34928,11.44747,14.31678,21.76745,18.7892,23.2159853,17.26589203,17.51589775,25.61602592,20.52218914,21.09720707,18.2158947,12.76988268,13.6442709,19.0847,18.9659,21.8347
296,0.090991862,14.30029869,15.30739307,15.72304726,18.2298,18.23529,18.38087,22.68482685,18.9137125,15.50972939,17.30602,12.25681,15.23598,22.89631,19.88693,24.17850494,18.10340881,18.34089756,26.9097805,21.65970802,22.14720249,19.43466663,13.7823987,14.65678692,20.2222,20.0597,22.9847
297,0.092988685,15.23689747,16.28519058,16.64682865,19.32021,19.20668,19.43374,23.83749008,19.80819225,16.30441666,18.24536,13.05058,16.13596,24.00595,20.96178,25.17225742,18.97215843,19.20967102,28.22229862,22.85971642,23.29096794,20.65343857,14.86428976,15.74117899,21.4035,21.141,24.2035
298,0.094985105,16.23209,17.3170042,17.63103485,20.47563,20.24216,20.52873,25.05516052,20.76859474,17.18059063,19.24514,13.89746,17.10643,25.17601,22.08698,26.21603012,19.83468533,20.17219067,29.6410799,24.04723167,24.37849045,21.88470364,15.91742992,16.78994417,22.516,22.3097,25.416
299,0.096981525,17.27031231,18.39459896,18.66651535,21.69238,21.33074,21.68688,26.31219864,21.77569389,18.09887886,20.27695,14.78553,18.11444,26.38544,23.25978,27.24103928,20.72844505,21.09720707,31.00984097,25.24726391,25.62227249,23.22847843,17.10963249,17.97215939,23.7535,23.441,26.6473
300,0.098977946,18.32593441,19.50331688,19.72671032,22.92286,22.43488,22.86335,27.59944916,22.80476093,19.04371738,21.33623,15.70107,19.15175,27.62417,24.46189,28.32231522,21.7097044,22.12846279,32.48486519,26.52852535,26.75352097,24.56600666,18.197155,19.10965443,25.0473,24.6973,27.916
301,0.100974359,19.4135952,20.62851906,20.79423428,24.17075,23.5555,24.07279,28.53283882,23.84023666,19.99679565,22.41749,16.63676,20.19364,28.5603,25.67773,29.39732075,22.66597748,23.097229,33.99114609,27.78480053,28.00979614,25.90351105,19.45967674,20.32842636,26.3535,25.9473,29.2848
302,0.102970779,20.55069923,21.8159771,21.93865776,25.5111,24.75395,25.34264,29.74135876,24.94163513,21.03593349,23.56283,17.62829,21.30144,29.77798,26.95491,30.48484325,23.65348339,24.11599159,35.44740677,29.06606197,29.30982113,27.33478546,20.67844868,21.53470516,27.5848,27.116,30.5848
303,0.104967199,21.67864323,23.00251961,23.07667732,26.8423,25.93774,26.59602,31.03227615,26.02654934,22.04761028,24.69627,18.61708,22.41474,31.04143,28.233,31.61611557,24.70350266,25.23477077,36.93494797,30.4035902,30.53483963,28.72231007,21.95971012,22.82221317,28.9223,28.4286,31.9661
304,0.10696362,22.9274416,24.2787838,24.31540489,28.28336,27.23598,27.95559,32.45136738,27.23048687,23.17189217,25.92309,19.70291,23.61959,32.4239,29.27444,32.75988102,25.69100857,26.30977631,38.50371838,31.77859783,31.84735775,30.18484116,23.25973511,24.08473492,30.2973,29.7848,33.3724
305,0.10896004,24.08377171,25.49370766,25.49462318,29.24697,28.44175,28.83496,33.81552696,28.33646297,24.21926975,27.08309,20.72923,24.76402,33.75144,30.4738,34.00363922,26.77228451,27.39729881,40.10374546,33.20987225,33.17863941,31.70361519,24.6222496,25.50976276,31.7224,31.1536,34.7724
306,0.11095646,25.33989429,26.79652214,26.7516613,30.51958,29.35684,30.0801,35.27123928,29.20119762,25.36278248,28.33005,21.82788,25.9881,35.16135,31.81047,35.10990143,27.87854671,28.49731445,41.62876606,34.57865715,34.5161438,33.1536293,25.9660244,26.79729462,33.0849,32.4849,36.2037
307,0.112952881,26.65094852,28.1689167,28.08468819,31.99358,30.57451,31.44426,36.81850433,30.31814098,26.57862186,29.33853,22.99794,27.27993,36.62622,33.23872,36.32867336,29.00981903,29.71608639,43.26629639,35.99116802,35.85991859,34.70990658,27.39729881,28.26604843,34.5536,33.8786,37.6787
308,0.114949301,27.93179035,29.20119762,29.0364027,33.44929,31.81963,32.80842,38.31999302,31.48088455,27.7560091,30.51043,24.14328,28.23987,38.07278,34.6395,37.5474453,30.078578,30.83484173,44.96631622,37.428689,37.27869987,36.24117374,28.84731293,29.6598196,35.9849,35.2599,39.1475
309,0.116945721,28.97231579,30.48295975,30.2448988,35.00571,33.17463,34.24582,39.87641335,32.72602558,28.61523628,31.79216,25.32799,29.44839,39.59258,36.09521,38.79747391,31.23486042,32.07235336,46.62883282,38.89746666,38.64746094,37.8911972,30.37858009,31.1473608,37.5099,36.7474,40.6725
310,0.118942536,30.21743298,31.84709549,31.54497147,36.55298,34.5571,35.67407,41.43283367,33.98947716,29.63149548,33.10139,26.54017,30.721,41.08491,37.55093,40.10999203,32.40361214,33.28487873,48.34136963,40.39123058,40.07873535,39.45372105,31.88486099,32.63487816,38.9725,38.1662,42.1788
311,0.120938957,31.53581619,33.24787617,32.91828632,38.14602,35.96704,37.15725,43.01671982,35.28039455,30.82170486,34.44724,27.78256,32.04854,42.61386,39.05241,41.39750004,33.60364437,34.54115391,50.0538826,41.94126129,41.59750938,41.12250805,33.4348917,34.17863846,40.4537,39.6412,43.6975
312,0.122935377,33.0281496,34.79514122,34.46555138,39.93134,37.54177,38.82353,44.77455616,36.71777248,32.22248554,35.93042,28.86243,33.54084,44.28015,40.70954,42.63503551,34.7786665,35.79118252,51.76017284,43.46003532,42.99128056,42.76628494,35.06615162,35.7411623,41.9788,41.135,45.2226
313,0.124931797,34.3556881,36.20507717,35.80224514,41.49692,38.91509,40.25178,46.30351067,37.99037933,33.43098164,37.26711,29.99771,34.88669,45.79079,42.19272,43.96004677,36.04743481,37.03494072,53.54144573,45.04132271,44.49131489,44.44129467,36.71617508,37.39118576,43.5913,42.685,46.8351
314,0.12692821,35.83886623,37.74318695,37.32204437,43.22729,40.4532,41.85398,47.98810482,39.40031528,34.80429649,38.74114,31.31609,36.34241,47.4113,43.79492,45.24130821,37.23495007,38.2912159,55.2164793,46.55382633,45.97258568,46.078825,38.28496933,39.00997639,45.1226,44.185,48.3914
315,0.128924638,37.30373383,39.27214146,38.82353306,44.95766,41.96384,43.42871,49.64523315,40.79194069,36.17761135,40.17854,32.65278,37.79812,49.03181,45.3788,46.55382633,38.57245445,39.61622715,57.02273846,48.17886353,47.46010303,47.80385494,40.03498554,40.59123993,46.7038,45.7163,49.9976
316,0.130921051,38.81437778,40.84687233,40.37995338,46.7155,43.52942,45.0309,51.33898258,42.22018719,37.60585785,41.67087,34.01694,39.31792,50.67978,47.00847,47.88510799,39.82872963,40.92874527,58.83526802,49.71637726,48.99761677,49.5726347,41.69750214,42.2850132,48.3164,47.2538,51.6039
317,0.132917479,40.38910866,42.48569012,41.9729948,48.56489,45.14992,46.7155,53.1059742,43.70336533,39.08903599,43.20898,35.4635,40.88349,52.37355,48.69306,49.22888279,41.12875462,42.23501682,60.67905426,51.33516788,50.52263737,51.26640797,43.46003532,44.08504963,49.9476,48.8601,53.2414
318,0.134913892,41.90890789,44.06042099,43.5385704,50.32272,46.69719,48.31769,54.78141308,45.13161182,40.53559303,44.71047,36.86428,42.40329,54.02153,50.32272,50.57890415,42.39127636,43.54753494,62.46032715,52.94144154,51.99141502,53.01642418,45.24130821,45.78506947,51.5289,50.3851,54.829
319,0.136910319,43.48363876,45.70839405,45.16823292,52.14465,48.30854,49.96567,56.50262833,46.60563469,42.03708172,46.25773,38.34746,43.98718,55.72443,52.02563,51.92892551,43.68503094,44.8975563,64.29159641,54.61645126,53.5476923,54.79772091,47.08509445,47.55384922,53.1789,51.9602,56.4602
320,0.138906732,45.05836964,47.33805656,46.77042961,54.00321,49.91074,51.64111,58.22384357,48.07050228,43.5385704,47.805,39.8123,45.58022,57.40902,53.69191,53.21643353,45.01006603,46.19758129,66.17288589,56.33523464,55.0539732,56.5789938,48.86636734,49.28512573,54.8665,53.4977,58.029
321,0.14090316,46.62394524,48.96771908,48.36347103,55.79767,51.48547,53.2433,59.90843773,49.50790405,45.003438,49.34311,41.27717,47.13664,59.06615,55.33988,54.59771156,46.31633759,47.52883911,67.98541546,58.01651478,56.58524036,58.34777355,50.64764023,51.09140873,56.4852,55.1602,59.7103
322,0.142899573,48.29938412,50.72555542,50.09384155,57.74777,53.18837,54.97367,61.71205044,51.07347965,46.62394524,50.99108,42.86106,48.82123,60.85145,57.12521,55.9789896,47.53510952,48.90387058,69.81043816,59.67903137,58.15401077,60.1102829,52.52892971,52.83517838,58.1478,56.6852,61.3041
323,0.144896388,49.91073608,52.41932869,51.76012516,59.61547,54.80888,56.66742,63.43328953,52.55665779,48.18036556,52.57497,44.39917,50.46005,62.57267,58.84643,57.32274055,48.92888069,50.29139519,71.71046734,61.297822,59.68527794,61.92905903,54.36019897,54.69145775,59.804,58.229,62.9666
324,0.146892816,51.59533024,54.14969921,53.48134041,61.5381,56.48432,58.36117,65.1819706,54.0856123,49.76425171,54.21379,45.98305,52.1538,64.33051,60.60426,58.59150887,50.23515224,51.60391331,73.54800701,63.0228281,61.1540556,63.75410557,56.32898808,56.43522739,61.4603,59.7728,64.6541
325,0.148889229,53.20668221,55.82513809,55.12931347,63.38751,58.0682,59.98168,66.8482542,55.54132462,51.28405094,55.77021,47.50285,53.76515,66.00595,62.2797,60.00404358,51.52890682,53.14769745,75.46677589,64.64161873,62.74158955,65.55411816,58.21652412,58.38527679,63.1228,61.3603,66.2541
326,0.150885656,54.85465527,57.57381916,56.85052872,65.29183,59.70702,61.66627,68.56031418,57.0428133,52.88624763,57.39987,49.1142,55.44059,67.74547,64.02838,61.32905483,52.85394192,54.59771156,77.31056213,66.31662846,64.21661377,67.32914448,60.12904644,60.17279625,64.7604,62.9166,67.9479
327,0.152882069,56.54840469,59.3316555,58.59005451,67.23278,61.36415,63.36005,70.2906847,58.58089924,54.48844433,59.057,50.75302,57.16183,69.51246,65.78622,62.61658669,54.11643982,56.07898235,79.19807434,67.87290573,65.69163799,69.16668415,62.09156513,62.079072,66.3479,64.5166,69.5979
328,0.154878497,58.27877522,61.11695766,60.35706997,69.20118,63.0579,65.07211,72.04852104,60.10985374,56.13641739,60.73244,52.41933,58.91967,71.27948,67.58983,63.94159794,55.47273159,57.51025677,81.0106039,69.50418949,67.20414162,70.98546028,64.04161453,63.96036148,68.0167,65.9604,71.198
329,0.15687491,59.93590355,62.87479401,62.06912994,71.09635,64.65094,66.70177,73.71480465,61.58387661,57.72030354,62.35294,54.04899,60.61342,73.00985,69.3202,65.26663303,56.77900314,58.91652107,82.87940025,71.14171982,68.67291927,72.7417469,66.04788303,65.8728838,69.6667,67.5354,72.8917
330,0.158871338,61.56556606,64.58685398,63.74456882,72.92745,66.19821,68.26735,75.31700134,63.01212311,59.24925804,63.94598,55.65119,62.27055,74.68529,71.0048,66.58539772,58.00402164,60.24155617,84.71691608,72.80423641,70.03543377,74.51677322,67.96040535,67.72916317,71.2542,69.0042,74.523
331,0.160867751,63.25016022,66.34469032,65.47493935,74.81346,67.8004,69.8787,76.95581913,64.48614597,60.84229946,65.5848,57.31747,63.98261,76.4065,72.74435,67.88542271,59.29152966,61.63532734,86.50443554,74.54175949,71.43547535,76.32930279,69.82293129,69.64793205,72.873,70.5167,76.1606
332,0.162864164,64.98055458,68.15748215,67.26024151,76.78187,69.46669,71.56329,78.65872383,66.00594521,62.49027252,67.2694,59.02953,65.76791,78.17349,74.5388,69.11044121,60.58530807,62.93532848,88.31071854,76.24177933,72.79174328,78.10432911,71.82922363,71.54796124,74.4293,71.9605,77.8106
333,0.164860591,66.65599346,69.89700794,68.96314621,78.63126,71.03226,73.12887,80.2334547,67.45250225,64.04669285,68.88075,60.68666,67.47081,79.8764,76.26002,70.41044235,61.83531284,64.23535347,90.11075497,77.96056271,74.14176464,79.89809513,73.79174232,73.45423698,76.0293,73.3917,79.4418
334,0.166857004,68.36805344,71.70062065,70.7392931,80.5356,72.60699,74.73106,81.85396194,68.91736984,65.64888954,70.54703,62.39872,69.21034,81.60677,78.0087,71.61047459,63.05408478,65.52288532,91.84827805,79.61058617,75.46677589,81.59811497,75.76677799,75.3292799,77.5668,74.7668,80.9981
