,mean,std,min,25%,50%,75%,max,label
0,2.387735805134954,13.159870258782684,0.005693345796316862,0.036581793799996376,0.0838438831269741,0.33350908756256104,109.88154602050781,0
1,2.3773826461285354,12.012027619085162,0.04201195389032364,0.07839039340615273,0.1177629604935646,0.6472669169306755,100.00019073486328,0
2,2.5166919700801373,12.921432131536784,0.045679397881031036,0.07943542301654816,0.14820391684770584,0.5408614948391914,107.6827621459961,0
3,2.4732451049078787,14.196110593321137,0.005127724260091782,0.03972143121063709,0.0906100831925869,0.4625934362411499,118.69755554199219,0
4,2.4871538312307426,13.471022879108853,0.044799648225307465,0.08834131434559822,0.1603463515639305,0.4010280445218086,112.47510528564453,0
5,2.3788166835771074,13.302742753724436,0.009016086347401142,0.03875622432678938,0.09403744712471962,0.4217098206281662,111.14020538330078,0
6,2.7515265076288156,13.895236080993937,0.0982155054807663,0.13579250872135162,0.18531712889671326,0.5613635629415512,115.74591064453125,0
7,2.710337131097913,14.155727458578907,0.049221742898225784,0.0733186062425375,0.11071524024009705,0.3315756767988205,117.88455200195312,0
8,2.670485549207245,13.72133467018409,0.027468273416161537,0.04894699715077877,0.10365701839327812,0.43007679283618927,114.19389343261719,0
9,2.466382037928062,13.484074710732884,0.029249968007206917,0.04433195572346449,0.10793894156813622,0.30725688487291336,112.49989318847656,0
0,2.551972576244069,13.72357846056966,0.007827517576515675,0.10135498456656933,0.1527814120054245,0.6980189234018326,114.69718170166016,1
1,2.3825562864275915,13.249913861992601,0.01980063132941723,0.0598877277225256,0.10693719238042831,0.5111365467309952,110.7411880493164,1
2,2.559735459302153,13.412711304291708,0.06325280666351318,0.11338172480463982,0.13844628632068634,0.39071232080459595,111.91141510009766,1
3,2.3231849570891687,11.469501141358403,0.03237432986497879,0.07195642031729221,0.12359186261892319,0.5642219334840775,95.3738784790039,1
4,2.3706254305318,11.42900751784878,0.029867881909012794,0.07366123422980309,0.12818548828363419,0.5474299639463425,94.87297821044922,1
5,2.4741539517084936,12.394699291231552,0.0036223973147571087,0.052156176418066025,0.1303918957710266,0.4911379888653755,102.97802734375,1
6,2.383860292924302,11.132262397774477,0.044960491359233856,0.08025737293064594,0.15498381853103638,0.45362164825201035,92.0752944946289,1
7,2.4864145800471307,11.990562163545736,0.049059703946113586,0.09405460581183434,0.14015531539916992,0.39494583010673523,99.3657455444336,1
8,2.7496403714375837,13.72807221321756,0.06066231429576874,0.09424745477735996,0.1444333717226982,0.6519849002361298,114.241943359375,1
9,2.6548592045903208,12.93566648592585,0.0380319282412529,0.08488051407039165,0.1404806151986122,0.432500921189785,107.31578063964844,1
