,min,max,mean,range,med,fQ,sQ,sd,dc,rms,freq_min,freq_max,freq_mean,freq_range,freq_med,freq_fQ,freq_sQ,freq_sd,label
39,4.1065940856975285,85133.61485916589,308.3090660212716,84825.30579314461,17.830492472561602,4.28149857425328,4.806212039920534,3380.6001955936326,27564.838895082474,462463.599031908,-24.998831803552964,24.965500027814894,-0.016665887869034453,24.98216591568393,-0.01666588786903531,-24.990509962808233,-24.96554444057404,14.433079063855502,0.0
40,0.8161242008191643,87818.38822889602,328.9433930778795,87489.44483581814,20.209561962408962,2.093629795822933,5.926146580834239,3511.500348643513,29215.054667234417,493415.0896168194,-24.998831803552964,24.965500027814894,-0.016665887869034453,24.98216591568393,-0.01666588786903531,-24.990509962808233,-24.96554444057404,14.433079063855502,0.0
41,3.587099313731054,85440.13585185747,305.4755112224865,85134.66034063499,18.155881628722575,3.6274178989771735,3.748373654715532,3376.1978135780923,25919.208470106132,458213.2668337295,-24.998831803552964,24.965500027814894,-0.016665887869034453,24.98216591568393,-0.01666588786903531,-24.990509962808233,-24.96554444057404,14.433079063855502,0.0
42,4.298767061607972,94061.10828256625,356.19794876968797,93704.91033379656,19.931896691411296,4.298767061607988,4.298767061608036,3796.7923923616345,30676.01762676239,534296.9231545329,-24.998831803552964,24.965500027814894,-0.016665887869034453,24.98216591568393,-0.01666588786903531,-24.990509962808233,-24.96554444057404,14.433079063855502,0.0
43,0.0062201023038008785,95281.81756947187,379.49259943053835,94902.32497004133,21.15322263805316,1.473187223527101,5.874088587197002,3926.8204922960676,35444.94104743004,569238.8991458076,-24.998831803552964,24.965500027814894,-0.016665887869034453,24.98216591568393,-0.01666588786903531,-24.990509962808233,-24.96554444057404,14.433079063855502,0.0
44,4.170716643328014,93661.19049720363,367.2143177402091,93293.97617946343,22.470330307677564,5.384129476283233,9.024367975148891,3824.879309846328,34903.24972093105,550821.4766103139,-24.998831803552964,24.965500027814894,-0.016665887869034453,24.98216591568393,-0.01666588786903531,-24.990509962808233,-24.96554444057404,14.433079063855502,0.0
45,2.12470785803782,77451.33219729592,258.3388075386058,77192.99338975732,14.220354378587375,2.1247078580378744,2.1247078580380383,2997.9197820465847,12471.794597029675,387508.2113079086,-24.998831803552964,24.965500027814894,-0.016665887869034453,24.98216591568393,-0.01666588786903531,-24.990509962808233,-24.96554444057404,14.433079063855502,0.0
46,4.764849007126798,81503.67117046703,321.02254343165976,81182.64862703538,23.171473695362145,5.755663711643225,8.72810782519251,3315.0785903342116,32511.735836684707,481533.8151474904,-24.998831803552964,24.965500027814894,-0.016665887869034453,24.98216591568393,-0.01666588786903531,-24.990509962808233,-24.96554444057404,14.433079063855502,0.0
47,2.108476380343456,90229.86881596161,326.61200538433854,89903.25681057728,17.04415081710171,2.1084763803435216,2.1084763803437188,3604.4490756564737,30875.28591746092,489918.0080765075,-24.998831803552964,24.965500027814894,-0.016665887869034453,24.98216591568393,-0.01666588786903531,-24.990509962808233,-24.96554444057404,14.433079063855502,0.0
48,2.4003903765635384,88815.31766556825,328.69342293675214,88486.6242426315,18.440409424327754,2.4003903765636876,2.4003903765641357,3577.079193601222,32171.41014230251,493040.13440512866,-24.998831803552964,24.965500027814894,-0.016665887869034453,24.98216591568393,-0.01666588786903531,-24.990509962808233,-24.96554444057404,14.433079063855502,0.0
49,4.429838657382694,88647.54464804991,333.86068918090706,88313.683958869,20.363240380953528,5.0934814721545525,7.084409916470127,3583.0099439571254,32449.73696160317,500791.0337713605,-24.998831803552964,24.965500027814894,-0.016665887869034453,24.98216591568393,-0.01666588786903531,-24.990509962808233,-24.96554444057404,14.433079063855502,0.0
50,1.4153389299008783,105882.00359844929,384.2015932763608,105497.80200517293,15.310818500128017,1.4153389299012433,1.4153389299023382,4259.532802179117,35089.807211995125,576302.3899145415,-24.998831803552964,24.965500027814894,-0.016665887869034453,24.98216591568393,-0.01666588786903531,-24.990509962808233,-24.96554444057404,14.433079063855502,0.0
51,0.1316186189752342,98749.34134148025,349.7077785025548,98399.63356297769,14.448460413242218,0.5620051430445276,1.8531647152524082,3945.640692562686,31368.761762976646,524561.6677538314,-24.998831803552964,24.965500027814894,-0.016665887869034453,24.98216591568393,-0.01666588786903531,-24.990509962808233,-24.96554444057404,14.433079063855502,0.0
52,1.302516341211314,87786.7428589741,314.0486713617874,87472.69418761232,18.887787301462588,2.3848852810531063,5.631992100578483,3472.35075219255,27244.062715649612,471073.0070426812,-24.998831803552964,24.965500027814894,-0.016665887869034453,24.98216591568393,-0.01666588786903531,-24.990509962808233,-24.96554444057404,14.433079063855502,0.0
53,4.455430733541864,82380.2794670484,320.90413949885004,82059.37532754955,20.245330453460284,4.455430733541969,4.455430733542284,3367.4265292369264,34257.958232045174,481356.2092482742,-24.998831803552964,24.965500027814894,-0.016665887869034453,24.98216591568393,-0.01666588786903531,-24.990509962808233,-24.96554444057404,14.433079063855502,0.0
54,5.953470706926225,83880.04804603016,319.40380299827956,83560.64424303189,21.389505040146823,6.6413676651106,8.705058539663725,3399.249523424256,33214.372880220406,479105.7044974193,-24.998831803552964,24.965500027814894,-0.016665887869034453,24.98216591568393,-0.01666588786903531,-24.990509962808233,-24.96554444057404,14.433079063855502,0.0
