,Paciente J (1) freq,Paciente J (1) fft,Paciente J (2) freq,Paciente J (2) fft,Paciente J (3) freq,Paciente J (3) fft,Paciente K (1) freq,Paciente K (1) fft,Paciente K (2) freq,Paciente K (2) fft,Paciente K (3) freq,Paciente K (3) fft,Paciente L (1) freq,Paciente L (1) fft,Paciente L (2) freq,Paciente L (2) fft,Paciente L (3) freq,Paciente L (3) fft,Paciente M (1) freq,Paciente M (1) fft,Paciente M (2) freq,Paciente M (2) fft,Paciente M (3) freq,Paciente M (3) fft,Paciente N (1) freq,Paciente N (1) fft,Paciente N (2) freq,Paciente N (2) fft,Paciente N (3) freq,Paciente N (3) fft,Paciente O (1) freq,Paciente O (1) fft,Paciente O (2) freq,Paciente O (2) fft,Paciente O (3) freq,Paciente O (3) fft,Paciente P (1) freq,Paciente P (1) fft,Paciente P (2) freq,Paciente P (2) fft,Paciente P (3) freq,Paciente P (3) fft,Paciente Q (1) freq,Paciente Q (1) fft,Paciente Q (2) freq,Paciente Q (2) fft,Paciente Q (3) freq,Paciente Q (3) fft,Paciente R (1) freq,Paciente R (1) fft,Paciente R (2) freq,Paciente R (2) fft,Paciente S (1) freq,Paciente S (1) fft,Paciente S (2) freq,Paciente S (2) fft,Paciente S (3) freq,Paciente S (3) fft
0,0.0,25035.202372431755,0.0,26604.932146072388,0.0,26759.70463871956,0.0,26216.454794168472,0.0,26291.125170946125,0.0,27752.9992904663,0.0,28354.376864373688,0.0,32099.395628333074,0.0,27703.46305680276,0.0,30460.864596605294,0.0,31083.904497861855,0.0,33832.14266312122,0.0,26272.486877799034,0.0,27564.838895082474,0.0,29215.054667234417,0.0,25919.208470106132,0.0,30676.01762676239,0.0,35444.94104743004,0.0,34903.24972093105,0.0,12471.794597029675,0.0,32511.735836684707,0.0,30875.28591746092,0.0,32171.41014230251,0.0,32449.73696160317,0.0,35089.807211995125,0.0,31368.761762976646,0.0,27244.062715649612,0.0,34257.958232045174,0.0,33214.372880220406
1,0.03333177573807062,83527.61775071149,0.03333177573807062,80071.50594264331,0.03333177573807062,81109.42623408987,0.03333177573807062,83597.44593415293,0.03333177573807062,83950.31122785049,0.03333177573807062,85252.28489078478,0.03333177573807062,80871.61355277585,0.03333177573807062,87859.68134641998,0.03333177573807062,82548.40828639727,0.03333177573807062,85265.29683063587,0.03333177573807062,82533.53856997765,0.03333177573807062,87273.26043319594,0.03333177573807062,88075.2979326843,0.03333177573807062,85133.61485916589,0.03333177573807062,87818.38822889602,0.03333177573807062,85440.13585185747,0.03333177573807062,94061.10828256625,0.03333177573807062,95281.81756947187,0.03333177573807062,93661.19049720363,0.03333177573807062,77451.33219729592,0.03333177573807062,81503.67117046703,0.03333177573807062,90229.86881596161,0.03333177573807062,88815.31766556825,0.03333177573807062,88647.54464804991,0.03333177573807062,105882.00359844929,0.03333177573807062,98749.34134148025,0.03333177573807062,87786.7428589741,0.03333177573807062,82380.27946704839,0.03333177573807062,83880.04804603016
2,0.06666355147614124,9464.06210854511,0.06666355147614124,11992.333297337738,0.06666355147614124,11115.459369923747,0.06666355147614124,12137.032428396678,0.06666355147614124,11219.935147344127,0.06666355147614124,11961.166380427247,0.06666355147614124,12846.012029853102,0.06666355147614124,17652.98882143974,0.06666355147614124,13381.125920299615,0.06666355147614124,14533.080603768012,0.06666355147614124,15099.679815537891,0.06666355147614124,15840.63253314596,0.06666355147614124,8649.805266872945,0.06666355147614124,10046.526541484049,0.06666355147614124,13302.316942668087,0.06666355147614124,9723.023186768089,0.06666355147614124,15491.058718522258,0.06666355147614124,19263.587145242844,0.06666355147614124,18102.16933897348,0.06666355147614124,2727.84089714316,0.06666355147614124,14761.93664129519,0.06666355147614124,12843.775367411168,0.06666355147614124,15713.470255026572,0.06666355147614124,16367.754084584234,0.06666355147614124,16516.759040820118,0.06666355147614124,14814.815349586299,0.06666355147614124,9506.248855725662,0.06666355147614124,15106.81377464801,0.06666355147614124,14086.95600197594
3,0.09999532721421187,12674.24447324159,0.09999532721421187,14745.33758304015,0.09999532721421187,12965.795805586831,0.09999532721421187,14454.997463414453,0.09999532721421187,14593.56024488805,0.09999532721421187,15074.078196742244,0.09999532721421187,15364.455247059685,0.09999532721421187,18435.12847215659,0.09999532721421187,14938.097409922735,0.09999532721421187,16969.90432701562,0.09999532721421187,17434.838332906893,0.09999532721421187,18499.728615319797,0.09999532721421187,13946.446744335657,0.09999532721421187,13731.999657554657,0.09999532721421187,15385.151837262028,0.09999532721421187,13919.686746510064,0.09999532721421187,15959.945115903676,0.09999532721421187,17746.066879546244,0.09999532721421187,17546.84733064922,0.09999532721421187,8504.4395713874,0.09999532721421187,15825.468029522177,0.09999532721421187,17409.5913083368,0.09999532721421187,19983.352173933257,0.09999532721421187,20329.358515349864,0.09999532721421187,22615.728816233208,0.09999532721421187,20163.831104795656,0.09999532721421187,13879.854208730485,0.09999532721421187,17577.10403159392,0.09999532721421187,17625.427440315492
4,0.13332710295228248,18749.177981223005,0.13332710295228248,17028.911277331434,0.13332710295228248,18171.915295894054,0.13332710295228248,16649.526320438265,0.13332710295228248,16539.18875901226,0.13332710295228248,16214.324869911256,0.13332710295228248,16527.002531837494,0.13332710295228248,16920.353317826826,0.13332710295228248,16741.893978432672,0.13332710295228248,17031.713847412288,0.13332710295228248,15899.690446768704,0.13332710295228248,17666.216559584205,0.13332710295228248,18641.16207785687,0.13332710295228248,18016.903534000183,0.13332710295228248,17512.922011399085,0.13332710295228248,16757.058200525607,0.13332710295228248,21607.89151668809,0.13332710295228248,23765.367227721734,0.13332710295228248,21551.63910182696,0.13332710295228248,16197.154215752173,0.13332710295228248,16732.886718919908,0.13332710295228248,15674.250663793713,0.13332710295228248,13846.435521626625,0.13332710295228248,13994.585724986937,0.13332710295228248,19695.016156711037,0.13332710295228248,17213.817253926245,0.13332710295228248,18648.5868642946,0.13332710295228248,16912.237252477396,0.13332710295228248,16771.402634506285
5,0.1666588786903531,14286.500862935478,0.1666588786903531,13770.697453733026,0.1666588786903531,14333.004670689472,0.1666588786903531,14478.279722338037,0.1666588786903531,14465.543680253684,0.1666588786903531,14357.228115132906,0.1666588786903531,13904.393825934016,0.1666588786903531,15812.856736989841,0.1666588786903531,14659.322231016535,0.1666588786903531,14166.987828180168,0.1666588786903531,13460.893909979015,0.1666588786903531,14087.441770532165,0.1666588786903531,13569.809691703531,0.1666588786903531,13640.01394155808,0.1666588786903531,15351.382540021788,0.1666588786903531,14149.666391809798,0.1666588786903531,17879.611352021027,0.1666588786903531,19123.07157425871,0.1666588786903531,17822.47415704846,0.1666588786903531,14171.93462463993,0.1666588786903531,14329.79192770774,0.1666588786903531,15769.56242014759,0.1666588786903531,14519.363255709844,0.1666588786903531,14940.31821023338,0.1666588786903531,19110.363478560233,0.1666588786903531,17811.38158119636,0.1666588786903531,13833.862214786883,0.1666588786903531,13389.040952198693,0.1666588786903531,12997.664669757236
6,0.19999065442842373,4243.886866364625,0.19999065442842373,2908.2180128934706,0.19999065442842373,3785.116192262104,0.19999065442842373,2490.894790189391,0.19999065442842373,2712.6298073246494,0.19999065442842373,2385.8387817273697,0.19999065442842373,2431.9553946418005,0.19999065442842373,1756.7651991410291,0.19999065442842373,2595.9855970471813,0.19999065442842373,2006.0989531197192,0.19999065442842373,1575.9858255922552,0.19999065442842373,2004.3873628824288,0.19999065442842373,3641.0442267848343,0.19999065442842373,3813.9261092781253,0.19999065442842373,2726.5098317463376,0.19999065442842373,3445.1207726688094,0.19999065442842373,2738.5566209819312,0.19999065442842373,2301.5927068257197,0.19999065442842373,3204.0914108566126,0.19999065442842373,3013.969737806833,0.19999065442842373,2392.4547932255396,0.19999065442842373,851.3240085270869,0.19999065442842373,1974.1514328710152,0.19999065442842373,2086.3418529016435,0.19999065442842373,1083.7104163434844,0.19999065442842373,722.8641860704029,0.19999065442842373,3968.8774901648303,0.19999065442842373,1787.2824221419078,0.19999065442842373,2070.5360889801473
7,0.23332243016649434,8491.520947547024,0.23332243016649434,8500.496320007496,0.23332243016649434,8058.890256594973,0.23332243016649434,8473.36399373369,0.23332243016649434,8705.070777705072,0.23332243016649434,8056.082251076567,0.23332243016649434,8148.728175156441,0.23332243016649434,8979.939220107717,0.23332243016649434,7866.330558259774,0.23332243016649434,8962.70801474952,0.23332243016649434,8814.95572791755,0.23332243016649434,9541.383013713981,0.23332243016649434,9679.068734163287,0.23332243016649434,8676.611032591289,0.23332243016649434,8581.51558176925,0.23332243016649434,8509.812242141974,0.23332243016649434,10702.541788320708,0.23332243016649434,11777.716495080065,0.23332243016649434,9991.297217363914,0.23332243016649434,6898.065936357769,0.23332243016649434,7855.170992783823,0.23332243016649434,9190.879311385448,0.23332243016649434,9019.047873275273,0.23332243016649434,8946.576264975241,0.23332243016649434,11514.407352108547,0.23332243016649434,10358.542996770666,0.23332243016649434,8190.5286599761075,0.23332243016649434,8765.286845696824,0.23332243016649434,8786.281498166489
8,0.26665420590456496,8342.911633799973,0.26665420590456496,7563.093946495394,0.26665420590456496,7928.945650130307,0.26665420590456496,7563.066734118607,0.26665420590456496,7512.985172688843,0.26665420590456496,7499.410805009273,0.26665420590456496,7378.857979438994,0.26665420590456496,7808.958696156116,0.26665420590456496,7832.660698081566,0.26665420590456496,7624.633124687229,0.26665420590456496,7115.46496260191,0.26665420590456496,7310.771980829711,0.26665420590456496,7534.291613838432,0.26665420590456496,7394.796552873857,0.26665420590456496,8325.51125917633,0.26665420590456496,7588.57972776804,0.26665420590456496,9678.552483478126,0.26665420590456496,10136.550293811051,0.26665420590456496,8684.99942544419,0.26665420590456496,6850.943700036062,0.26665420590456496,7301.8143714007565,0.26665420590456496,8541.56453281992,0.26665420590456496,7651.517756982707,0.26665420590456496,7765.538649907946,0.26665420590456496,10093.720241186831,0.26665420590456496,9129.408258873504,0.26665420590456496,8055.852940169571,0.26665420590456496,7117.256023449367,0.26665420590456496,6722.819986962515
9,0.29998598164263557,3520.2131538651224,0.29998598164263557,3663.4302566487904,0.29998598164263557,3524.538532170214,0.29998598164263557,3817.0991468528687,0.29998598164263557,3893.9359268137687,0.29998598164263557,4035.8464224151344,0.29998598164263557,3566.450205215523,0.29998598164263557,4302.68483954249,0.29998598164263557,3956.957175428744,0.29998598164263557,3664.015933563667,0.29998598164263557,3696.3881824436344,0.29998598164263557,3705.5081109302164,0.29998598164263557,2977.143217977586,0.29998598164263557,3289.2100307423107,0.29998598164263557,4178.207450248513,0.29998598164263557,3628.3589917170893,0.29998598164263557,4473.379511481761,0.29998598164263557,4723.857859169632,0.29998598164263557,4080.8767100373198,0.29998598164263557,3522.3718488955574,0.29998598164263557,3767.3284728027834,0.29998598164263557,4102.288469086874,0.29998598164263557,3968.663266554244,0.29998598164263557,4189.282076625067,0.29998598164263557,4002.249519013578,0.29998598164263557,3962.3728906660926,0.29998598164263557,3356.1756419287112,0.29998598164263557,3409.5223485820657,0.29998598164263557,3283.136691835697
