,reg_logistic,knn,mlp,random_for,svm,deci_tree
0,0.8461538461538461,0.7307692307692307,0.9615384615384616,0.8846153846153846,0.8846153846153846,0.9230769230769231
1,0.8461538461538461,0.7307692307692307,0.9615384615384616,0.8846153846153846,0.8846153846153846,0.8461538461538461
2,0.8461538461538461,0.7307692307692307,0.9615384615384616,0.8846153846153846,0.8846153846153846,0.7692307692307693
3,0.8461538461538461,0.7307692307692307,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.9230769230769231
4,0.8461538461538461,0.7307692307692307,0.9230769230769231,0.8846153846153846,0.8846153846153846,0.9230769230769231
5,0.8461538461538461,0.6923076923076923,0.9615384615384616,0.8846153846153846,0.8846153846153846,0.9230769230769231
6,0.8461538461538461,0.7307692307692307,0.9615384615384616,0.8846153846153846,0.8846153846153846,0.9230769230769231
7,0.8461538461538461,0.7307692307692307,0.9230769230769231,0.8846153846153846,0.8846153846153846,0.8461538461538461
8,0.8461538461538461,0.7307692307692307,0.9615384615384616,0.8846153846153846,0.8846153846153846,0.9615384615384616
9,0.8461538461538461,0.7307692307692307,0.9230769230769231,0.8846153846153846,0.8846153846153846,0.9230769230769231
